Time(Iteration),CLCB,CLCB_Attack
0,13,19
1,23,23
2,20,15
3,20,23
4,19,19
5,11,19
6,18,20
7,22,24
8,14,22
9,14,19
10,16,21
11,17,20
12,19,18
13,21,17
14,19,19
15,17,21
16,12,20
17,28,21
18,10,22
19,14,20
20,16,18
21,27,20
22,18,15
23,20,11
24,24,19
25,21,24
26,14,19
27,14,14
28,13,13
29,17,13
30,19,20
31,13,26
32,18,22
33,19,22
34,19,25
35,15,18
36,19,24
37,12,20
38,17,20
39,13,26
40,23,17
41,15,22
42,19,26
43,9,17
44,16,17
45,15,24
46,14,24
47,18,15
48,18,16
49,22,25
50,22,18
51,15,20
52,19,32
53,16,13
54,25,13
55,22,16
56,12,18
57,13,17
58,16,22
59,18,27
60,20,22
61,16,19
62,13,19
63,17,23
64,12,24
65,14,26
66,19,21
67,22,16
68,25,21
69,17,19
70,15,18
71,15,15
72,13,18
73,16,22
74,18,20
75,21,17
76,26,14
77,21,16
78,19,20
79,13,14
80,13,15
81,19,23
82,19,13
83,26,18
84,17,16
85,17,21
86,16,20
87,15,30
88,20,23
89,25,24
90,16,20
91,19,16
92,26,24
93,26,24
94,15,8
95,12,22
96,21,24
97,19,18
98,17,25
99,19,14
100,14,18
101,14,19
102,11,18
103,17,12
104,12,12
105,15,14
106,19,23
107,15,24
108,14,17
109,23,17
110,12,18
111,15,21
112,18,22
113,17,24
114,20,22
115,11,20
116,18,22
117,16,27
118,13,27
119,23,22
120,13,22
121,13,16
122,17,12
123,14,18
124,20,20
125,21,22
126,21,21
127,6,29
128,22,16
129,18,30
130,18,20
131,13,20
132,22,18
133,12,16
134,18,17
135,17,21
136,13,27
137,13,15
138,17,16
139,12,19
140,13,26
141,19,15
142,23,22
143,17,24
144,13,19
145,18,16
146,20,18
147,16,24
148,16,22
149,19,13
150,17,20
151,25,19
152,14,22
153,12,29
154,18,28
155,13,16
156,19,28
157,12,17
158,20,11
159,21,18
160,21,25
161,19,19
162,16,19
163,21,17
164,17,19
165,15,26
166,15,21
167,25,15
168,15,15
169,20,26
170,19,14
171,18,27
172,17,25
173,12,16
174,13,19
175,15,31
176,24,21
177,15,21
178,20,21
179,14,15
180,17,21
181,18,16
182,22,23
183,17,16
184,13,24
185,13,13
186,18,16
187,17,15
188,11,21
189,19,24
190,15,18
191,16,20
192,16,16
193,10,14
194,9,19
195,17,23
196,22,26
197,15,17
198,18,13
199,9,26
200,15,25
201,20,35
202,12,20
203,12,23
204,19,20
205,17,19
206,18,18
207,16,30
208,15,21
209,12,11
210,14,19
211,19,15
212,10,14
213,22,18
214,19,21
215,25,25
216,14,21
217,18,24
218,11,16
219,14,18
220,10,15
221,28,18
222,20,26
223,14,24
224,20,19
225,13,18
226,17,20
227,14,20
228,9,26
229,20,27
230,11,19
231,26,25
232,10,20
233,13,29
234,21,25
235,15,23
236,18,19
237,18,21
238,22,15
239,13,14
240,13,20
