Time(Iteration),CLCB,CLCB_Attack
0,15,23
1,15,20
2,14,22
3,22,24
4,13,15
5,21,23
6,16,16
7,27,16
8,18,21
9,22,19
10,16,22
11,14,23
12,17,25
13,18,22
14,16,22
15,19,26
16,27,17
17,20,17
18,19,12
19,16,22
20,19,27
21,18,17
22,20,32
23,15,14
24,15,17
25,15,18
26,19,23
27,11,16
28,21,22
29,22,22
30,18,26
31,22,19
32,24,18
33,17,17
34,18,24
35,16,18
36,20,19
37,21,27
38,15,25
39,20,20
40,25,30
41,21,18
42,18,14
43,15,25
44,13,15
45,16,26
46,19,19
47,18,18
48,16,23
49,15,16
50,23,16
51,17,15
52,19,25
53,15,27
54,17,21
55,16,17
56,13,16
57,19,14
58,14,16
59,14,22
60,15,21
61,22,23
62,12,26
63,15,15
64,25,21
65,15,15
66,18,14
67,13,15
68,17,25
69,18,13
70,17,25
71,23,19
72,21,25
73,16,22
74,19,26
75,10,20
76,16,19
77,27,25
78,22,21
79,16,27
80,26,24
81,10,22
82,15,19
83,17,17
84,11,22
85,18,20
86,16,26
87,18,15
88,22,15
89,23,18
90,14,28
91,21,24
92,20,24
93,23,20
94,19,21
95,18,17
96,20,14
97,16,26
98,13,15
99,16,18
100,24,22
101,19,22
102,18,17
103,13,25
104,13,22
105,14,20
106,17,28
107,14,16
108,17,15
109,16,17
110,11,21
111,26,30
112,22,13
113,17,14
114,25,23
115,13,23
116,14,21
117,21,26
118,24,15
119,13,27
120,16,18
121,15,25
122,15,25
123,22,14
124,10,18
125,21,25
126,23,26
127,14,22
128,18,17
129,13,18
130,15,26
131,20,24
132,20,23
133,17,13
134,23,13
135,19,25
136,19,34
137,20,16
138,12,27
139,20,18
140,25,17
141,14,22
142,14,31
143,21,16
144,13,21
145,7,20
146,15,24
147,12,20
148,19,19
149,18,20
150,15,21
151,20,17
152,15,23
153,20,18
154,11,37
155,7,21
156,12,20
157,13,22
158,22,25
159,21,13
160,10,22
161,9,23
162,7,20
163,24,24
164,25,29
165,18,25
166,15,18
167,17,19
168,12,19
169,16,24
170,19,20
171,15,22
172,14,19
173,18,12
174,15,23
175,19,16
176,15,15
177,25,22
178,16,19
179,19,24
180,12,23
181,14,18
182,15,22
183,15,28
184,9,26
185,23,29
186,17,20
187,13,15
188,16,20
189,14,15
190,16,16
191,17,21
192,13,13
193,18,22
194,18,21
195,16,14
196,20,23
197,13,20
198,19,23
199,13,17
200,21,24
201,21,21
202,17,17
203,11,24
204,15,27
205,18,12
206,26,21
207,15,19
208,20,15
209,10,19
210,16,26
211,20,26
212,21,16
213,10,26
214,14,20
215,18,26
216,10,16
217,14,14
218,11,21
219,19,19
