Time(Iteration),CLCB_Attack,CLCB
504,27,14
505,24,16
506,24,13
507,21,22
508,17,21
509,16,11
510,23,14
511,22,16
512,18,15
513,21,14
514,11,17
515,21,15
516,21,15
517,21,12
518,30,19
519,22,20
520,23,14
521,29,10
522,19,14
523,15,13
524,12,18
525,24,19
526,19,22
527,18,14
528,28,22
529,17,13
530,25,11
531,25,16
532,16,10
533,28,10
534,21,10
535,19,20
536,27,18
537,22,17
538,18,18
539,18,15
540,18,23
541,20,12
542,18,18
543,13,16
544,19,16
545,25,9
546,20,15
547,10,19
548,15,14
549,28,14
550,16,21
551,26,11
552,15,13
553,21,19
554,21,17
555,17,18
556,30,16
557,16,13
558,20,16
559,26,16
560,17,12
561,16,15
562,17,11
563,25,14
564,16,19
565,23,15
566,20,13
567,13,6
568,22,9
569,21,13
570,21,13
571,18,15
572,24,8
573,19,9
574,20,13
575,16,15
576,23,18
577,20,10
578,16,11
579,32,15
580,22,19
581,21,15
582,24,19
583,20,12
584,18,9
585,15,9
586,24,15
587,13,7
588,21,12
589,14,14
590,18,7
591,27,21
592,19,18
593,14,18
594,23,18
595,17,15
596,17,17
597,16,16
598,21,26
599,17,19
600,17,18
601,25,17
602,25,17
603,12,16
604,23,12
605,21,12
606,23,13
607,21,23
608,27,8
609,18,17
610,17,5
611,27,16
612,16,16
613,25,13
614,18,14
615,16,15
616,20,22
617,20,9
618,14,14
619,18,19
620,19,15
621,22,14
622,18,15
623,18,8
624,19,19
625,18,18
626,14,17
627,28,15
628,14,16
629,27,13
630,25,14
631,13,13
632,24,18
633,14,15
634,21,12
635,21,9
636,22,19
637,29,23
638,25,13
639,18,10
640,16,13
641,18,14
642,8,13
643,23,15
644,25,12
645,26,14
646,19,11
647,24,15
648,21,14
649,23,20
650,20,17
651,22,18
652,22,15
653,27,11
654,20,19
655,23,24
656,27,13
657,23,15
658,25,16
659,13,17
660,16,26
661,18,3
662,17,19
663,31,20
664,19,8
665,22,19
666,15,17
667,20,13
668,36,21
669,20,6
670,18,16
671,18,19
672,24,17
673,23,22
674,27,13
675,23,15
676,19,13
677,12,17
678,26,24
679,21,12
680,20,15
681,22,16
682,21,21
683,25,19
684,21,19
685,24,11
686,21,18
687,19,11
688,15,10
689,9,11
690,24,15
691,25,16
692,26,16
693,26,22
694,19,20
695,17,19
696,19,16
697,23,15
698,24,12
699,20,16
700,17,24
701,18,13
702,27,14
703,13,15
704,20,11
705,20,14
706,21,9
707,25,13
708,21,11
709,18,10
710,28,17
711,28,12
712,18,14
713,18,16
714,22,12
715,13,19
716,19,16
717,22,18
718,21,13
719,21,10
720,21,7
721,18,13
722,22,13
723,18,19
724,18,15
725,18,20
726,18,11
727,15,23
728,10,22
729,19,15
730,29,19
731,19,14
732,17,19
733,28,24
734,17,18
735,21,19
736,12,14
737,18,10
738,19,8
739,23,10
740,25,22
741,19,24
742,19,19
743,19,19
744,18,20
745,18,18
746,26,22
747,14,18
748,15,9
749,22,19
750,15,13
751,22,6
752,20,21
753,16,11
754,16,16
755,14,14
756,17,19
757,25,11
758,26,16
759,20,24
760,19,20
761,21,16
762,11,17
763,21,17
764,21,23
765,26,24
766,19,21
767,14,16
768,18,18
769,13,14
770,20,18
771,27,7
772,28,12
773,28,12
774,26,19
775,21,11
776,25,11
777,17,12
778,27,19
779,24,18
780,20,12
781,22,12
782,17,21
783,26,7
784,20,12
785,17,14
786,18,9
787,18,17
788,17,14
789,19,17
790,27,8
791,20,18
792,18,20
793,21,14
794,16,11
795,19,17
796,23,16
797,26,17
798,23,12
799,15,16
800,14,17
801,13,13
802,17,17
803,15,11
804,18,22
805,18,10
806,13,11
807,25,10
808,25,20
809,14,15
810,23,15
811,23,20
812,20,16
813,17,11
814,15,13
815,17,19
816,15,14
817,18,13
818,23,5
819,22,11
820,12,27
821,28,10
822,18,16
823,15,17
824,21,10
825,11,22
826,12,15
827,24,22
828,23,15
829,20,9
830,19,19
831,20,13
832,17,23
833,22,14
834,16,17
835,23,12
836,18,13
837,18,13
838,12,17
839,21,18
840,15,17
841,17,15
842,14,15
843,22,7
844,18,12
845,15,10
846,18,17
847,22,17
848,15,14
849,19,18
850,16,8
851,20,11
852,20,12
853,15,16
854,20,12
855,20,17
856,21,10
857,30,21
858,19,20
859,15,12
860,23,15
861,18,15
862,25,18
863,20,13
864,16,24
865,18,19
866,16,20
867,15,13
868,38,14
869,21,21
870,19,11
871,16,20
872,19,10
873,17,14
874,22,18
875,21,22
876,14,10
877,16,17
878,29,13
879,21,19
880,15,18
881,14,8
882,19,12
883,25,8
884,22,23
885,26,12
886,19,19
887,27,16
888,24,12
889,28,11
890,22,20
891,21,15
892,25,9
893,28,7
894,20,18
895,13,14
896,22,17
897,14,14
898,20,14
899,16,23
900,21,13
901,17,21
902,20,9
903,20,12
904,25,14
905,25,23
906,23,27
907,27,25
908,16,14
909,20,18
910,18,12
911,20,18
912,20,16
913,23,20
914,23,16
915,19,7
916,22,8
917,10,13
918,26,14
919,18,15
920,17,17
921,17,16
922,24,12
923,15,8
924,18,23
925,18,21
926,28,19
927,21,17
928,17,18
929,22,19
930,14,14
931,18,11
932,22,16
933,16,16
934,16,12
935,21,15
936,25,6
937,14,13
938,18,17
939,20,16
940,27,9
941,26,17
942,23,19
943,14,17
944,18,17
945,18,11
946,18,14
947,23,17
948,13,15
949,19,21
950,19,14
951,19,14
952,18,11
953,20,17
954,16,18
955,25,16
956,26,19
957,23,22
958,15,9
959,22,23
960,17,10
961,12,20
962,22,11
963,18,14
964,23,19
965,25,12
966,16,21
967,22,13
968,22,13
969,22,11
970,24,17
971,19,15
972,13,9
973,23,12
974,28,15
975,19,17
976,21,8
977,24,18
978,14,18
979,17,16
980,19,17
981,28,21
982,22,15
983,16,17
984,17,16
985,24,16
986,22,15
987,28,13
988,19,13
989,21,13
990,17,9
991,18,11
992,21,20
993,17,17
994,31,14
995,21,8
996,31,7
997,21,15
998,11,15
999,21,10
1000,20,19
1001,24,14
1002,20,14
1003,17,10
1004,18,20
1005,22,12
1006,29,14
1007,25,19
1008,19,13
1009,20,14
1010,16,14
1011,15,12
1012,20,14
1013,19,13
1014,25,11
1015,20,15
1016,14,9
1017,20,10
1018,21,19
1019,16,7
1020,19,11
1021,24,18
1022,13,17
1023,15,16
1024,15,19
1025,24,10
1026,22,15
1027,28,12
1028,14,18
1029,23,18
1030,15,19
1031,23,20
1032,18,18
1033,28,19
1034,24,20
1035,21,16
1036,17,16
1037,28,13
1038,25,15
1039,16,17
1040,25,14
1041,17,15
1042,29,8
1043,28,16
1044,23,14
1045,13,14
1046,21,11
1047,27,19
1048,16,13
1049,17,12
1050,17,15
1051,18,17
1052,22,14
1053,25,19
1054,20,14
1055,25,18
1056,22,17
1057,29,11
1058,26,15
1059,27,14
1060,31,13
1061,18,11
1062,12,12
1063,13,17
1064,21,12
1065,16,16
1066,22,8
1067,18,18
1068,13,10
1069,21,15
1070,18,15
1071,16,9
1072,27,14
1073,21,16
1074,19,12
1075,21,14
1076,21,8
1077,21,15
1078,14,12
1079,18,9
1080,28,17
1081,22,15
1082,21,15
1083,25,13
1084,17,14
1085,22,8
1086,24,17
1087,23,11
1088,19,14
1089,15,13
1090,28,15
1091,18,9
1092,14,11
1093,24,19
1094,23,17
1095,29,22
1096,28,14
1097,21,13
1098,19,14
1099,13,17
1100,14,15
1101,22,12
1102,22,21
1103,20,22
1104,20,16
1105,21,14
1106,20,13
1107,14,14
1108,19,16
1109,20,16
1110,26,6
1111,22,17
1112,16,18
1113,17,18
1114,23,15
1115,24,17
1116,17,16
1117,19,18
1118,20,19
1119,21,14
1120,22,17
1121,23,16
1122,19,24
1123,21,10
1124,26,8
1125,27,13
1126,24,14
1127,15,12
1128,20,12
1129,15,13
1130,15,13
1131,17,19
1132,23,17
1133,19,14
1134,28,19
1135,21,19
1136,11,17
1137,22,21
1138,27,14
1139,19,16
1140,20,21
1141,9,16
1142,28,12
1143,19,14
1144,37,16
1145,19,27
1146,19,16
1147,20,17
1148,25,17
1149,14,10
1150,17,14
1151,21,19
1152,22,13
1153,18,15
1154,17,21
1155,23,19
1156,20,10
1157,23,12
1158,19,10
1159,21,16
1160,21,11
1161,12,14
1162,22,22
1163,15,8
1164,20,14
1165,20,14
1166,25,16
1167,24,9
1168,19,18
1169,19,10
1170,18,25
1171,12,14
1172,20,20
1173,38,16
1174,20,13
1175,18,13
1176,22,15
1177,20,18
1178,16,13
1179,18,11
1180,12,20
1181,19,17
1182,21,15
1183,27,10
1184,17,14
1185,14,12
1186,21,17
1187,13,18
1188,14,15
1189,22,14
1190,19,13
1191,30,12
1192,22,13
1193,19,22
1194,22,13
1195,23,19
1196,18,21
1197,18,17
1198,24,16
1199,35,15
1200,20,11
1201,25,13
1202,19,7
1203,18,15
1204,22,16
1205,19,14
1206,29,11
1207,15,19
1208,20,13
1209,17,12
1210,20,15
1211,22,16
1212,24,25
1213,20,10
1214,29,16
1215,19,21
1216,31,12
1217,24,16
1218,31,11
1219,16,10
1220,19,11
1221,25,7
1222,18,17
1223,19,19
1224,19,15
1225,23,14
1226,20,9
1227,26,13
1228,14,17
1229,29,9
1230,19,15
1231,24,15
1232,25,22
1233,20,16
1234,22,8
1235,15,13
1236,25,14
1237,26,16
1238,18,19
1239,24,18
1240,23,17
1241,18,8
1242,24,17
1243,25,15
1244,25,18
1245,16,13
1246,22,15
1247,16,7
1248,15,13
1249,22,9
1250,15,8
1251,21,12
1252,21,6
1253,23,16
1254,29,12
1255,27,12
1256,21,12
1257,19,15
1258,24,18
1259,17,18
1260,12,10
1261,23,15
1262,24,12
1263,16,8
1264,17,20
1265,21,11
1266,18,13
1267,17,15
1268,22,10
1269,24,15
1270,14,12
1271,27,18
1272,20,15
1273,21,14
1274,16,16
1275,13,11
1276,15,12
1277,26,14
1278,23,12
1279,15,14
1280,18,14
1281,24,15
1282,18,18
1283,16,6
1284,25,15
1285,14,26
1286,13,12
1287,19,16
1288,20,16
1289,17,15
1290,23,21
1291,24,12
1292,23,11
1293,21,8
1294,16,8
1295,24,19
1296,24,9
1297,20,15
1298,23,10
1299,20,13
1300,21,9
1301,13,19
1302,11,14
1303,22,17
1304,16,14
1305,15,16
1306,17,11
1307,13,16
1308,22,14
1309,15,18
1310,27,17
1311,18,16
1312,25,20
1313,23,20
1314,22,17
1315,22,14
1316,29,17
1317,32,17
1318,26,10
1319,14,20
1320,24,15
1321,21,12
1322,27,10
1323,13,24
1324,23,14
1325,23,13
1326,26,17
1327,21,6
1328,26,15
1329,27,8
1330,17,10
1331,13,12
1332,16,15
1333,22,8
1334,23,13
1335,26,12
1336,22,16
1337,22,8
1338,15,13
1339,22,14
1340,20,18
1341,23,15
1342,21,20
1343,30,13
1344,19,17
1345,18,23
1346,18,10
1347,25,8
1348,26,13
1349,32,14
1350,13,18
1351,21,17
1352,24,13
1353,27,11
1354,23,10
1355,22,19
1356,26,10
1357,11,16
1358,20,15
1359,20,18
1360,22,11
1361,18,16
1362,21,11
1363,29,13
1364,19,9
1365,18,12
1366,17,22
1367,15,9
1368,13,19
1369,22,7
1370,13,10
1371,21,13
1372,20,16
1373,24,13
1374,27,21
1375,20,13
1376,16,16
1377,16,15
1378,22,10
1379,30,14
1380,22,7
1381,23,25
1382,19,14
1383,14,13
1384,19,20
1385,22,5
1386,29,11
1387,19,17
1388,13,18
1389,18,13
1390,17,17
1391,22,19
1392,10,15
1393,22,13
1394,20,16
1395,19,18
1396,17,14
1397,17,26
1398,13,13
1399,17,13
1400,17,11
1401,18,15
1402,22,14
1403,25,9
1404,19,15
1405,13,18
1406,18,18
1407,21,18
1408,22,12
1409,21,17
1410,22,15
1411,20,15
1412,26,17
1413,21,12
1414,19,12
1415,29,9
1416,15,16
1417,16,12
1418,16,10
1419,16,11
1420,30,10
1421,20,9
1422,21,10
1423,17,15
1424,17,18
1425,21,11
1426,23,13
1427,19,13
1428,18,10
1429,23,11
1430,16,8
1431,13,11
1432,15,10
1433,22,15
1434,24,10
1435,24,14
1436,16,14
1437,20,9
1438,27,15
1439,20,16
1440,19,16
1441,18,20
1442,33,12
1443,17,14
1444,22,16
1445,15,10
1446,25,15
1447,21,15
1448,14,18
1449,19,8
1450,21,23
1451,21,9
1452,24,12
1453,28,13
1454,18,17
1455,27,14
1456,27,18
1457,14,19
1458,24,6
1459,20,20
1460,19,10
1461,18,7
1462,19,15
1463,24,15
1464,22,18
1465,20,10
1466,20,10
1467,19,8
1468,25,15
1469,26,14
1470,15,20
1471,16,19
1472,23,12
1473,12,17
1474,21,15
1475,24,14
1476,25,7
1477,17,26
1478,17,16
1479,16,11
1480,19,11
1481,18,11
1482,24,11
1483,22,22
1484,28,15
1485,23,18
1486,18,13
1487,24,19
1488,16,20
1489,19,11
1490,15,25
1491,21,16
1492,23,17
1493,20,13
1494,25,20
1495,11,10
1496,26,16
1497,16,18
1498,12,11
1499,16,13
1500,22,9
1501,23,15
1502,24,14
1503,19,13
1504,17,11
1505,22,17
1506,14,12
1507,20,18
1508,25,17
1509,22,14
1510,18,12
1511,17,17
1512,20,15
1513,22,16
1514,18,18
1515,18,12
1516,26,8
1517,20,18
1518,26,15
1519,24,19
1520,24,14
1521,14,9
1522,16,13
1523,14,13
1524,19,18
1525,13,14
1526,15,15
1527,16,12
1528,18,13
1529,18,15
1530,27,7
1531,27,13
1532,18,12
1533,21,13
1534,22,8
1535,19,16
1536,19,14
1537,20,17
1538,13,17
1539,24,11
1540,20,19
1541,12,16
1542,23,10
1543,18,15
1544,18,14
1545,28,13
1546,14,11
1547,20,11
1548,22,15
1549,20,5
1550,11,10
1551,20,13
1552,16,15
1553,13,15
1554,21,16
1555,19,7
1556,17,11
1557,24,5
1558,28,17
1559,20,14
1560,13,20
1561,23,12
1562,24,18
1563,20,12
1564,20,12
1565,20,14
1566,15,15
1567,26,13
1568,18,18
1569,29,13
1570,25,15
1571,15,10
1572,21,8
1573,19,15
1574,16,8
1575,23,11
1576,19,12
1577,14,13
1578,12,10
1579,21,13
1580,17,19
1581,21,8
1582,20,15
1583,21,14
1584,21,18
1585,22,17
1586,16,24
1587,19,14
1588,22,12
1589,21,9
1590,18,15
1591,16,14
1592,19,15
1593,26,15
1594,23,17
1595,18,10
1596,23,13
1597,22,11
1598,20,16
1599,22,16
1600,15,16
1601,25,10
1602,22,10
1603,19,10
1604,17,14
1605,17,22
1606,21,15
1607,17,13
1608,22,17
1609,22,12
1610,22,13
1611,17,17
1612,17,12
1613,16,13
1614,22,12
1615,23,10
1616,14,14
1617,21,14
1618,22,8
1619,21,22
1620,13,13
1621,18,19
1622,22,12
1623,19,8
1624,20,10
1625,16,11
1626,27,11
1627,20,13
1628,31,13
1629,26,20
1630,21,15
1631,26,7
1632,20,11
1633,15,12
1634,13,15
1635,10,15
1636,22,15
1637,20,16
1638,19,14
1639,20,14
1640,17,13
1641,15,13
1642,25,12
1643,19,11
1644,22,16
1645,21,14
1646,27,17
1647,19,11
1648,23,21
1649,20,13
1650,16,22
1651,18,16
1652,18,10
1653,18,12
1654,27,18
1655,20,13
1656,28,12
1657,19,12
1658,16,12
1659,23,12
1660,18,19
1661,17,10
1662,14,18
1663,14,21
1664,21,14
1665,21,16
1666,15,17
1667,24,10
1668,17,17
1669,17,22
1670,20,13
1671,20,13
1672,19,12
1673,23,17
1674,24,11
1675,28,13
1676,16,11
1677,22,20
1678,22,18
1679,23,15
1680,17,10
1681,23,20
1682,15,15
1683,13,11
1684,16,16
1685,24,15
1686,22,16
1687,16,27
1688,21,17
1689,9,20
1690,20,8
1691,11,16
1692,19,15
1693,14,19
1694,17,16
1695,18,20
1696,27,8
1697,18,8
1698,19,11
1699,18,20
1700,30,11
1701,23,13
1702,18,16
1703,22,20
1704,22,10
1705,20,11
1706,18,16
1707,22,15
1708,23,19
1709,18,18
1710,25,13
1711,27,22
1712,26,11
1713,17,15
1714,22,15
1715,22,19
1716,24,10
1717,22,16
1718,24,13
1719,24,10
1720,24,15
1721,25,10
1722,20,23
1723,21,17
1724,18,10
1725,20,10
1726,17,14
1727,6,10
1728,22,14
1729,20,15
1730,24,16
1731,26,9
1732,25,26
1733,12,12
1734,17,21
1735,19,15
1736,17,19
1737,29,12
1738,22,18
1739,18,9
1740,20,16
1741,13,15
1742,13,26
1743,24,16
1744,14,13
1745,26,19
1746,19,9
1747,14,17
1748,23,21
1749,17,15
1750,34,14
1751,28,21
1752,25,16
1753,22,15
1754,18,15
1755,28,15
1756,22,16
1757,26,13
1758,19,13
1759,15,13
1760,25,17
1761,17,18
1762,21,15
1763,18,7
1764,21,9
1765,15,11
1766,29,15
1767,23,14
1768,23,20
1769,20,16
1770,27,10
1771,21,17
1772,17,16
1773,29,12
1774,13,20
1775,24,19
1776,17,8
1777,10,16
1778,31,14
1779,23,18
1780,18,10
1781,14,14
1782,14,18
1783,19,15
1784,22,13
1785,22,16
1786,27,14
1787,15,7
1788,14,19
1789,27,14
1790,29,19
1791,20,19
1792,12,17
1793,28,17
1794,16,13
1795,13,15
1796,25,21
1797,22,18
1798,25,6
1799,20,25
1800,15,23
1801,16,21
1802,18,12
1803,17,18
1804,22,12
1805,19,13
1806,17,19
1807,23,15
1808,15,14
1809,25,15
1810,20,12
1811,20,17
1812,16,17
1813,20,10
1814,21,14
1815,11,10
1816,23,15
1817,19,15
1818,22,13
1819,24,20
1820,14,12
1821,28,17
1822,15,17
1823,16,19
1824,13,11
1825,22,12
1826,15,16
1827,29,15
1828,13,13
1829,19,14
1830,20,15
1831,16,12
1832,22,9
1833,18,14
1834,17,20
1835,20,13
1836,8,9
1837,17,11
1838,21,10
1839,19,12
1840,24,16
1841,21,10
1842,26,19
1843,26,11
1844,19,23
1845,14,11
1846,20,19
1847,20,8
1848,12,12
1849,21,10
1850,10,14
1851,15,17
1852,12,10
1853,8,12
1854,23,14
1855,27,16
1856,21,16
1857,21,14
1858,15,18
1859,14,13
1860,18,19
1861,22,13
1862,21,13
1863,14,13
1864,23,17
1865,26,12
1866,13,10
1867,19,10
1868,15,13
1869,13,11
1870,20,14
1871,19,16
1872,18,18
1873,18,9
1874,20,12
1875,20,15
1876,25,17
1877,19,16
1878,14,12
1879,21,9
1880,25,13
1881,21,10
1882,22,13
1883,26,11
1884,16,11
1885,13,16
1886,18,11
1887,18,19
1888,28,9
1889,23,22
1890,23,15
1891,21,7
1892,17,18
1893,19,15
1894,22,11
1895,32,17
1896,19,10
1897,17,13
1898,19,8
1899,22,12
1900,24,10
1901,17,19
1902,17,16
1903,27,15
1904,18,16
1905,24,7
1906,24,10
1907,26,9
1908,23,17
1909,22,14
1910,21,10
1911,17,12
1912,15,14
1913,20,16
1914,16,12
1915,15,22
1916,30,10
1917,11,16
1918,25,12
1919,21,15
1920,14,15
1921,16,13
1922,20,9
1923,23,15
1924,20,12
1925,16,9
1926,17,19
1927,14,8
1928,20,5
1929,17,15
1930,18,14
1931,13,19
1932,20,13
1933,32,17
1934,21,13
1935,18,19
1936,14,14
1937,18,12
1938,20,14
1939,18,15
1940,18,9
1941,12,20
1942,28,14
1943,15,14
1944,21,14
1945,24,16
1946,25,22
1947,19,12
1948,10,15
1949,17,20
1950,17,13
1951,24,14
1952,21,13
1953,18,7
1954,20,14
1955,26,8
1956,26,14
1957,14,19
1958,22,8
1959,21,17
1960,22,12
1961,22,15
1962,20,14
1963,20,17
1964,16,16
1965,16,21
1966,27,17
1967,25,14
1968,23,11
1969,25,12
1970,19,17
1971,20,18
1972,17,8
1973,22,15
1974,24,19
1975,19,16
1976,21,20
1977,21,9
1978,22,14
1979,19,16
1980,26,15
1981,23,17
1982,18,13
1983,16,26
1984,21,16
1985,25,12
1986,23,16
1987,11,12
1988,21,19
1989,24,11
1990,17,13
1991,23,9
1992,13,16
1993,22,11
1994,15,18
1995,21,16
1996,22,15
1997,13,14
1998,17,14
1999,12,15
2000,18,12
2001,22,14
2002,17,11
2003,23,16
2004,25,17
2005,6,13
2006,22,18
2007,22,16
2008,18,16
2009,21,11
2010,21,18
2011,21,9
2012,18,17
2013,17,14
2014,18,20
2015,28,16
2016,20,15
2017,20,18
2018,11,15
2019,23,9
2020,23,12
2021,32,15
2022,17,13
2023,22,13
2024,15,17
2025,22,17
2026,20,14
2027,17,16
2028,23,16
2029,20,10
2030,11,13
2031,22,18
2032,24,20
2033,21,15
2034,22,19
2035,26,15
2036,25,14
2037,19,12
2038,21,12
2039,23,11
2040,20,16
2041,26,19
2042,20,16
2043,25,15
2044,13,11
2045,14,12
2046,18,12
2047,14,18
2048,18,13
2049,32,11
2050,20,18
2051,18,15
2052,25,11
2053,22,21
2054,36,10
2055,23,9
2056,22,12
2057,14,11
2058,21,23
2059,24,10
2060,19,13
2061,17,13
2062,16,17
2063,15,12
2064,17,13
2065,27,15
2066,25,13
2067,25,11
2068,11,11
2069,17,15
2070,21,14
2071,26,12
2072,27,18
2073,16,15
2074,12,15
2075,23,14
2076,15,14
2077,11,11
2078,20,12
2079,21,14
2080,19,13
2081,27,12
2082,18,14
2083,19,15
2084,16,16
2085,16,7
2086,23,18
2087,22,10
2088,20,18
2089,18,13
2090,19,18
2091,22,15
2092,29,6
2093,19,19
2094,15,11
2095,10,13
2096,23,18
2097,27,13
2098,24,15
2099,18,14
2100,22,15
2101,20,13
2102,17,14
2103,16,18
2104,25,21
2105,19,13
2106,21,11
2107,22,14
2108,22,13
2109,21,21
2110,15,16
2111,25,13
2112,16,17
2113,24,8
2114,15,5
2115,12,14
2116,27,10
2117,17,10
2118,26,9
2119,17,13
2120,18,16
2121,13,16
2122,16,21
2123,19,13
2124,21,14
2125,22,19
2126,11,15
2127,22,14
2128,18,19
2129,20,13
2130,16,15
2131,15,7
2132,18,12
2133,22,11
2134,10,20
2135,21,15
