Time(Iteration),CLCB,CLCB_Attack
0,20,15
1,22,22
2,18,16
3,19,22
4,19,16
5,16,16
6,19,17
7,27,17
8,19,25
9,16,11
10,15,29
11,14,22
12,21,20
13,20,16
14,26,14
15,30,19
16,20,24
17,17,18
18,14,20
19,11,22
20,12,15
21,16,17
22,14,21
23,23,19
24,11,18
25,14,13
26,18,17
27,14,21
28,14,26
29,24,13
30,19,15
31,23,21
32,15,25
33,17,21
34,13,17
35,10,22
36,18,12
37,21,18
38,20,26
39,12,23
40,17,22
41,12,22
42,28,21
43,19,19
44,17,20
45,20,20
46,19,32
47,17,34
48,16,22
49,11,16
50,20,18
51,13,25
52,18,18
53,14,18
54,22,18
55,10,18
56,15,17
57,15,24
58,16,21
59,17,16
60,16,25
61,15,14
62,18,21
63,23,22
64,25,15
65,13,16
66,15,16
67,19,21
68,24,24
69,10,22
70,17,27
71,16,15
72,15,18
73,17,22
74,19,25
75,17,24
76,17,24
77,9,19
78,15,16
79,17,23
80,22,17
81,26,21
82,15,16
83,24,22
84,12,19
85,20,19
86,15,16
87,22,17
88,19,26
89,18,15
90,15,16
91,14,21
92,12,15
93,13,23
94,25,20
95,20,15
96,9,23
97,12,20
98,14,13
99,20,19
100,16,17
101,17,21
102,10,22
103,15,18
104,14,20
105,15,18
106,18,23
107,21,17
108,19,20
109,15,15
110,22,18
111,22,13
112,18,22
113,20,11
114,10,18
115,11,18
116,22,23
117,23,27
118,20,13
119,17,19
120,17,20
121,17,17
122,19,22
123,17,20
124,16,23
125,12,26
126,16,27
127,8,18
128,28,14
129,11,23
130,14,19
131,14,26
132,14,20
133,19,20
134,18,22
135,17,21
136,13,24
137,16,25
138,13,14
139,23,26
140,21,22
141,18,25
142,16,15
143,22,20
144,18,22
145,26,17
146,15,19
147,20,18
148,12,24
149,21,21
150,12,21
151,17,26
152,17,21
153,20,19
154,22,24
155,14,28
156,15,19
157,18,19
158,18,16
159,15,25
160,11,25
161,12,21
162,22,23
163,19,13
164,15,17
165,15,25
166,17,18
167,13,29
168,18,20
169,17,24
170,16,23
171,23,15
172,16,23
173,20,18
174,19,16
175,19,18
176,19,12
177,18,22
178,12,23
179,21,20
180,14,21
181,14,21
182,18,18
183,20,20
184,14,16
185,20,29
186,12,15
187,14,18
