Time(Iteration),CLCB,CLCB_Attack
0,20,16
1,19,22
2,23,23
3,18,26
4,22,18
5,10,16
6,18,23
7,16,16
8,16,21
9,18,13
10,23,17
11,21,24
12,22,16
13,14,20
14,21,21
15,22,29
16,18,23
17,15,19
18,11,14
19,15,21
20,18,14
21,12,25
22,16,19
23,18,21
24,21,18
25,13,16
26,18,26
27,11,19
28,16,13
29,16,24
30,17,18
31,16,18
32,13,28
33,16,19
34,18,21
35,17,20
36,22,12
37,15,22
38,23,18
39,18,27
40,22,16
41,15,24
42,17,21
43,20,23
44,15,23
45,21,20
46,9,12
47,20,14
48,17,18
49,10,16
50,16,22
51,19,29
52,17,18
53,22,27
54,12,21
55,22,15
56,14,25
57,21,21
58,17,20
59,16,22
60,20,19
61,10,26
62,18,18
63,21,19
64,23,21
65,19,18
66,18,22
67,21,16
68,16,24
69,18,22
70,15,11
71,12,25
72,25,30
73,21,25
74,19,13
75,12,18
76,18,15
77,12,18
78,17,24
79,22,18
80,22,21
81,17,20
82,16,17
83,16,20
84,19,27
85,19,18
86,19,23
87,26,16
88,13,15
89,14,23
90,14,25
91,21,21
92,19,21
93,12,22
94,24,21
95,9,16
96,15,28
97,19,21
98,21,19
99,10,22
100,15,22
101,19,19
102,19,18
103,23,25
104,17,20
105,12,17
106,12,18
107,17,17
108,20,16
109,14,29
110,17,13
111,20,17
112,18,18
113,22,12
114,21,19
115,11,16
116,18,25
117,16,19
118,19,17
119,16,19
120,11,12
121,15,15
122,13,16
123,23,17
124,17,21
125,16,20
126,19,15
127,19,20
128,14,13
129,13,15
130,9,20
131,15,20
132,23,26
133,17,22
134,14,23
135,17,18
136,17,24
137,18,30
138,12,26
139,14,22
140,13,13
141,21,20
142,14,16
143,14,26
144,15,22
145,19,21
146,23,22
147,14,14
148,12,21
149,10,11
150,16,18
151,18,21
152,19,19
153,17,19
154,23,18
155,18,20
156,11,19
157,14,27
158,15,22
159,22,19
160,23,17
161,16,24
162,14,22
163,17,16
164,13,28
165,14,27
166,12,21
167,16,16
168,17,20
169,19,20
170,21,24
171,19,19
172,20,18
173,24,29
174,10,18
175,13,23
176,15,19
177,15,29
178,12,15
179,16,19
180,15,12
181,23,21
182,15,19
183,25,22
184,14,30
185,11,23
186,18,18
187,14,25
188,19,19
189,15,13
190,20,13
191,14,19
192,9,24
193,19,18
194,22,20
195,23,25
196,13,21
197,22,23
198,16,15
199,15,22
200,13,16
201,16,23
202,11,19
203,15,17
204,12,12
205,10,19
206,17,23
207,22,16
208,18,19
209,14,22
210,17,22
211,17,12
212,9,23
213,13,27
214,17,18
215,13,19
216,14,25
217,12,20
218,16,13
219,16,18
220,15,23
221,23,18
222,20,12
223,12,15
