Time(Iteration),CLCB,CLCB_Attack
0,19,23
1,14,26
2,19,16
3,15,33
4,15,16
5,15,31
6,18,18
7,17,19
8,21,35
9,29,20
10,28,21
11,21,14
12,16,10
13,19,19
14,6,22
15,22,18
16,17,16
17,21,23
18,21,25
19,15,21
20,24,17
21,18,24
22,21,27
23,28,23
24,17,20
25,22,18
26,10,15
27,12,24
28,21,17
29,23,22
30,27,17
31,21,21
32,19,27
33,8,22
34,20,19
35,19,20
36,23,27
37,21,21
38,22,23
39,24,18
40,15,27
41,20,18
42,14,18
43,15,20
44,23,15
45,14,13
46,14,16
47,21,27
48,18,16
49,15,20
50,22,28
51,19,13
52,12,16
53,22,17
54,18,29
55,14,26
56,19,26
57,16,27
58,24,20
59,11,17
60,18,19
61,13,19
62,24,17
63,11,30
64,20,15
65,23,26
66,21,13
67,12,20
68,20,11
69,23,21
70,11,21
71,15,15
72,21,19
73,11,28
74,26,27
75,18,20
76,12,22
77,17,20
78,19,19
79,11,22
80,16,24
81,23,8
82,21,36
83,18,15
84,19,12
85,13,18
86,16,17
87,17,23
88,15,14
89,15,13
90,14,14
91,16,17
92,15,20
93,18,19
94,19,20
95,16,18
96,17,20
97,19,29
98,16,26
99,17,23
100,16,16
101,17,18
102,15,19
103,24,20
104,11,22
105,14,21
106,22,21
107,14,20
108,17,20
109,19,19
110,18,21
111,19,23
112,14,18
113,15,16
114,18,22
115,25,21
116,18,16
117,25,14
118,17,22
119,17,13
120,21,14
121,11,18
122,12,17
123,17,21
124,13,25
125,12,17
126,18,22
127,14,22
128,21,19
129,18,23
130,14,24
131,24,19
132,18,19
133,15,16
134,14,25
135,21,25
136,14,13
137,17,16
138,12,21
139,23,13
140,20,24
141,15,16
142,15,25
143,20,18
144,18,21
145,19,24
146,15,22
147,17,23
148,11,23
149,10,15
150,15,19
151,15,23
152,12,18
153,20,15
154,14,22
155,15,16
156,16,26
157,17,13
158,16,10
159,16,18
160,17,20
161,14,29
162,14,22
163,16,22
164,19,24
165,17,13
166,12,23
167,15,15
168,23,25
169,17,14
170,17,17
171,16,27
172,16,24
173,14,24
174,11,32
175,19,21
176,13,25
177,11,27
178,13,17
179,10,24
180,12,23
181,21,20
182,15,24
183,23,20
184,25,27
185,17,23
186,16,24
187,20,21
188,17,16
189,18,18
190,14,22
191,20,23
192,25,16
193,23,20
194,26,19
195,24,22
196,19,21
197,22,22
198,19,26
199,12,22
200,9,19
201,20,14
202,12,16
