Time(Iteration),CLCB,CLCB_Attack
0,14,15
1,27,15
2,7,20
3,15,18
4,20,24
5,10,18
6,19,12
7,18,15
8,19,25
9,19,12
10,17,19
11,14,17
12,16,21
13,23,15
14,18,20
15,23,26
16,18,20
17,30,23
18,19,17
19,23,16
20,7,15
21,21,26
22,14,22
23,19,20
24,20,16
25,21,15
26,20,24
27,32,13
28,23,21
29,19,18
30,14,17
31,17,15
32,17,26
33,14,17
34,20,26
35,19,23
36,20,14
37,15,23
38,16,19
39,28,17
40,18,17
41,14,19
42,19,25
43,20,23
44,24,17
45,17,17
46,17,23
47,19,18
48,13,27
49,17,23
50,17,26
51,14,18
52,19,22
53,15,26
54,14,26
55,30,21
56,17,30
57,18,24
58,23,31
59,21,19
60,18,21
61,16,17
62,12,20
63,19,19
64,10,16
65,18,14
66,17,25
67,20,16
68,22,16
69,27,25
70,20,11
71,22,24
72,20,22
73,14,26
74,26,33
75,18,9
76,13,17
77,20,26
78,17,20
79,14,18
80,19,22
81,15,23
82,24,15
83,21,24
84,19,15
85,15,13
86,20,27
87,22,20
88,18,14
89,12,20
90,13,37
91,15,15
92,13,20
93,19,25
94,21,8
95,22,21
96,15,30
97,21,27
98,17,27
99,15,22
100,12,24
101,15,28
102,25,18
103,16,24
104,17,28
105,22,15
106,22,17
107,16,21
108,30,23
109,19,18
110,15,15
111,9,14
112,18,17
113,15,27
114,15,17
115,20,24
116,17,25
117,14,24
118,20,9
119,18,26
120,13,26
121,15,26
122,20,18
123,22,25
124,15,16
125,24,17
126,24,18
127,24,24
128,14,29
129,16,17
130,20,25
131,19,19
132,18,20
133,12,17
134,15,22
135,17,18
136,16,25
137,22,21
138,16,20
139,22,17
140,15,30
141,13,18
142,16,21
143,20,19
144,15,28
145,17,24
146,14,18
147,14,14
148,19,16
149,19,22
150,14,26
151,14,23
152,11,24
153,18,26
154,18,19
155,15,21
156,14,12
157,15,23
158,18,30
159,13,19
160,11,17
161,20,26
162,21,23
163,16,15
164,23,16
165,14,21
166,13,22
167,17,23
168,12,24
169,19,21
170,14,24
171,8,25
172,22,25
173,20,20
174,12,18
175,13,9
176,26,26
177,20,18
178,16,21
179,14,25
180,18,28
181,19,16
182,17,24
183,14,19
184,18,22
185,18,21
186,20,24
187,13,18
188,22,25
189,17,18
190,22,23
191,18,19
192,17,20
193,13,11
194,17,22
195,15,26
196,24,15
197,17,17
198,14,15
199,14,24
200,20,23
201,19,22
202,13,18
203,15,27
204,19,17
205,16,22
206,10,23
207,11,31
208,15,16
209,14,20
210,12,20
211,15,17
212,6,18
213,23,24
214,14,16
215,15,30
216,11,19
217,18,25
218,16,35
219,10,21
220,16,18
221,15,21
222,13,19
223,16,18
224,13,17
225,12,27
226,14,15
227,10,29
228,18,13
229,17,22
230,20,13
231,18,22
232,17,29
233,12,21
234,10,24
235,11,17
236,16,16
237,12,17
238,20,29
239,19,18
240,8,28
241,11,18
242,14,19
243,12,17
244,23,24
245,18,19
246,12,15
247,18,15
248,14,10
249,20,18
250,18,18
251,16,20
252,12,17
253,22,14
254,13,21
255,13,21
256,19,18
257,10,21
258,19,23
259,16,21
260,18,21
261,14,19
262,15,23
263,13,19
264,17,21
265,12,21
266,15,19
267,17,21
268,10,22
269,17,23
270,11,22
271,14,21
272,14,25
273,17,21
274,18,22
275,11,18
276,18,19
277,19,11
278,19,11
279,18,30
280,25,21
281,16,30
282,17,16
283,17,18
284,11,19
285,18,19
286,14,19
287,14,23
288,15,19
289,9,26
290,13,25
291,20,18
292,18,21
293,17,28
294,15,20
295,17,31
296,19,16
297,17,25
298,27,23
299,18,27
300,16,22
301,10,21
302,9,16
303,16,25
304,20,17
305,16,19
306,14,27
307,14,29
308,17,25
309,13,22
310,14,21
311,21,13
312,17,13
313,17,30
314,15,21
315,15,26
316,20,15
317,14,15
318,20,22
319,13,23
320,24,12
321,19,15
322,17,27
323,12,17
324,14,18
325,18,18
326,19,30
327,22,23
328,15,23
329,21,30
330,9,20
331,19,15
332,15,21
333,14,24
334,12,21
335,15,22
336,18,26
337,14,23
338,12,14
339,12,22
340,14,21
341,18,26
342,15,22
343,14,24
344,16,22
345,18,15
346,19,19
347,13,18
348,18,20
349,15,24
350,14,14
351,12,11
352,21,29
353,19,22
354,18,25
355,18,25
356,26,25
357,14,20
358,13,15
359,16,15
360,14,22
361,23,28
362,16,20
363,20,22
364,12,23
365,15,26
366,12,23
367,13,16
368,16,21
369,13,26
370,19,17
371,16,14
372,13,33
373,12,20
374,14,19
375,19,25
376,21,20
377,16,20
378,20,19
379,12,28
380,17,15
381,10,24
382,19,17
383,13,22
384,13,24
385,18,10
386,16,25
387,17,17
388,21,13
389,23,19
390,17,15
391,8,23
392,15,19
393,18,22
394,17,21
395,16,20
396,12,21
397,16,30
398,15,15
399,10,19
400,9,17
401,14,23
402,14,18
403,21,13
404,21,25
405,17,21
406,13,18
407,9,15
408,14,15
409,10,24
410,18,14
411,13,21
412,15,25
413,8,14
414,18,16
415,18,25
416,16,16
417,12,17
418,18,15
419,16,23
420,11,17
421,14,22
422,24,31
423,25,16
424,13,26
425,16,21
426,9,18
427,14,21
428,18,20
429,22,23
430,14,26
431,8,20
432,13,28
433,11,16
434,17,20
435,16,17
436,15,23
437,12,25
438,13,17
439,13,15
440,20,20
441,16,18
442,14,17
443,19,23
444,13,24
445,16,24
446,19,21
447,11,18
448,17,28
449,13,22
450,9,24
451,19,17
452,19,26
453,9,29
454,11,29
455,11,20
456,19,20
457,12,22
458,15,15
459,13,16
460,11,17
461,18,22
462,13,22
463,15,18
464,8,24
465,18,13
466,14,17
467,13,21
468,21,20
469,10,22
470,14,20
471,15,28
472,13,23
473,17,21
474,21,20
475,27,35
476,16,22
477,10,17
478,13,27
479,21,23
480,9,23
481,23,19
482,7,16
483,15,19
484,12,22
485,16,19
486,16,21
487,16,29
488,8,35
489,18,22
490,12,22
491,12,27
492,13,27
493,15,15
494,22,21
495,6,14
496,12,19
497,12,18
498,16,20
499,14,21
500,13,17
501,10,20
502,8,24
503,15,19
504,13,20
505,9,24
506,16,22
507,15,22
508,16,10
509,9,20
510,18,19
511,13,19
512,13,27
513,17,18
514,12,24
515,16,24
516,13,21
517,11,17
518,18,21
519,19,25
520,13,21
521,9,16
522,11,22
523,13,19
524,20,22
525,15,18
526,24,14
527,17,28
528,9,29
529,15,15
530,17,27
531,19,20
532,16,18
533,13,16
534,14,16
535,13,17
536,15,23
537,15,19
538,11,22
539,13,13
540,11,24
541,15,34
542,22,15
543,8,22
544,15,18
545,10,14
546,19,18
547,16,19
548,14,20
549,13,14
550,15,26
551,16,21
552,18,16
