Time(Iteration),CLCB_Attack,CLCB
0,280,277
1,257,283
2,265,274
3,259,261
4,279,273
5,274,275
6,267,278
7,271,277
8,283,278
9,273,281
10,271,269
11,254,261
12,277,272
13,257,271
14,265,277
15,243,288
16,279,278
17,267,278
18,266,274
19,264,278
20,259,269
21,287,276
22,272,272
23,282,286
24,253,260
25,256,281
26,269,280
27,259,273
28,273,263
29,266,269
30,259,281
31,277,257
32,262,258
33,265,274
34,241,278
35,246,288
36,263,277
37,264,253
38,252,270
39,258,268
40,279,285
41,269,287
42,266,266
43,268,257
44,271,278
45,261,263
46,268,282
47,282,268
48,257,273
49,261,259
50,266,254
51,275,257
52,256,279
53,258,280
54,256,274
55,271,265
56,268,288
57,272,283
58,260,266
59,278,262
60,271,279
61,269,261
62,269,254
63,262,280
64,262,274
65,289,282
66,256,272
67,273,266
68,262,273
69,259,256
70,251,265
71,261,276
72,266,284
73,245,268
74,259,290
75,262,257
76,273,267
77,247,275
78,286,260
79,262,269
80,262,276
81,250,248
82,264,276
83,265,277
84,252,258
85,278,270
86,270,274
87,268,281
88,266,269
89,274,276
90,264,278
91,291,258
92,265,263
93,249,274
94,260,257
95,273,267
96,268,282
97,265,271
98,253,262
99,250,271
100,273,275
101,282,275
102,270,272
103,260,277
104,278,278
105,267,268
106,283,251
107,270,281
108,279,275
109,278,270
110,254,253
111,260,263
112,253,286
113,272,267
114,269,268
115,266,285
116,267,285
117,270,265
118,274,287
119,253,274
120,265,271
121,260,269
122,252,271
123,259,261
124,249,287
125,269,264
126,254,259
127,262,266
128,252,264
129,264,259
130,259,273
131,262,277
132,264,271
133,267,268
134,276,270
135,281,258
136,261,263
137,254,249
138,263,276
139,258,271
140,251,266
141,260,273
142,255,269
143,273,269
144,263,292
145,274,264
146,265,271
147,264,289
148,262,267
149,251,255
150,262,275
151,263,268
152,293,260
153,262,280
154,250,273
155,251,274
156,254,265
157,284,261
158,267,276
159,268,272
160,256,273
161,263,277
162,254,271
163,255,266
164,259,267
165,263,280
166,262,275
167,274,263
168,270,284
169,242,265
170,281,258
171,269,267
172,267,282
173,267,266
174,266,275
175,276,262
176,271,261
177,277,295
178,275,254
179,278,279
180,279,258
181,262,271
182,282,280
183,253,276
184,278,287
185,259,269
186,279,268
187,271,264
188,270,288
189,280,248
190,260,268
191,271,255
192,273,278
193,265,268
194,282,293
195,271,270
196,276,271
197,240,269
198,260,263
199,272,277
200,269,289
201,251,274
202,259,287
203,253,261
204,264,281
205,276,266
206,255,256
207,278,276
208,256,269
209,275,276
210,265,272
211,285,282
212,279,262
213,270,282
214,263,268
215,277,270
216,254,273
217,262,261
218,274,274
219,254,292
220,251,267
221,278,271
222,264,254
223,269,269
224,249,281
225,252,251
226,269,259
227,274,262
228,260,287
229,276,276
230,283,269
231,261,264
232,278,271
233,251,256
234,269,273
235,278,260
236,277,270
237,268,268
238,270,285
239,259,269
240,275,284
241,276,262
242,265,285
243,263,282
244,278,260
245,292,263
246,269,267
247,245,275
248,264,244
249,273,277
250,271,272
251,262,263
252,270,274
253,261,266
254,277,262
255,269,283
256,259,251
257,239,288
258,260,258
259,248,269
260,259,268
261,281,264
262,258,267
263,252,260
264,249,275
265,263,271
266,255,257
267,263,270
268,260,288
269,272,275
270,276,274
271,261,276
272,272,277
273,265,268
274,253,270
275,255,265
276,262,265
277,275,271
278,276,265
279,271,267
280,257,260
281,258,264
282,267,273
283,266,254
284,274,296
285,293,277
286,263,261
287,283,260
288,278,271
289,256,255
290,251,274
291,267,266
292,259,263
293,267,275
294,263,286
295,265,272
296,275,269
297,258,260
298,271,268
299,270,264
300,259,267
301,245,263
302,273,262
303,272,274
304,269,280
305,272,272
306,250,251
307,262,256
308,271,261
309,257,281
310,276,252
311,257,265
312,252,264
313,269,256
314,289,268
315,271,273
316,268,283
317,267,284
318,268,253
319,269,263
320,253,275
321,279,271
322,272,281
323,272,292
324,274,262
325,275,264
326,266,262
327,275,272
328,277,269
329,262,264
330,270,261
331,258,272
332,250,276
333,272,270
334,263,276
335,256,280
336,280,254
337,275,271
338,264,263
339,255,257
340,260,278
341,254,260
342,270,266
343,250,293
344,250,274
345,277,271
346,278,257
347,279,258
348,278,277
349,269,289
350,252,261
351,255,278
352,273,276
353,265,272
354,281,275
355,281,278
356,272,270
357,280,247
358,268,272
359,254,269
360,268,273
361,272,271
362,274,259
