Time(Iteration),CLCB_Attack
0,499
1,779
2,962
3,1082
4,1164
5,1217
6,1253
7,1276
8,1291
9,1304
10,1319
11,1328
12,1332
13,1336
14,1338
15,1341
16,1345
17,1352
18,1359
19,1367
20,1373
21,1379
22,1384
23,1390
24,1396
25,1401
26,1405
27,1410
28,1414
29,1419
30,1422
31,1428
32,1432
33,1436
34,1439
35,1443
36,1446
37,1451
38,1455
39,1458
40,1460
41,1462
42,1465
43,1467
44,1471
45,1477
46,1483
47,1487
48,1492
49,1498
50,1503
51,1505
52,1506
53,1507
54,1509
55,1511
56,1512
57,1515
58,1519
59,1520
60,1522
61,1524
62,1527
63,1530
64,1534
65,1537
66,1539
67,1542
68,1545
69,1548
70,1551
71,1554
72,1555
73,1557
74,1560
75,1563
76,1567
77,1573
78,1579
79,1583
80,1586
81,1587
82,1589
83,1592
84,1593
85,1594
86,1595
87,1597
88,1600
89,1603
90,1606
91,1609
92,1610
93,1611
94,1613
95,1616
96,1617
97,1618
98,1622
99,1626
100,1629
101,1630
102,1632
103,1633
104,1634
105,1635
106,1637
107,1639
108,1640
109,1642
110,1644
111,1645
112,1647
113,1649
114,1652
115,1654
116,1656
117,1659
118,1661
119,1664
120,1666
121,1667
122,1668
123,1670
124,1672
125,1673
126,1675
127,1676
128,1677
129,1678
130,1678
131,1679
132,1680
133,1682
134,1683
135,1684
136,1685
137,1686
138,1687
139,1688
140,1689
141,1691
142,1692
143,1693
144,1694
145,1695
146,1696
147,1697
148,1698
149,1699
150,1700
151,1701
152,1703
153,1704
154,1705
155,1706
156,1707
157,1709
158,1711
159,1712
160,1713
161,1713
162,1713
163,1713
164,1713
165,1713
166,1713
167,1713
168,1713
169,1713
170,1713
171,1713
172,1713
173,1713
174,1713
175,1714
176,1715
177,1717
178,1718
179,1718
180,1718
181,1718
182,1718
183,1718
184,1718
185,1719
186,1719
187,1719
188,1719
189,1719
190,1719
191,1719
192,1719
193,1719
194,1719
195,1719
196,1719
197,1720
198,1720
199,1720
200,1720
201,1720
202,1720
203,1720
204,1720
205,1720
206,1720
207,1720
208,1721
209,1722
210,1724
211,1726
212,1727
213,1728
214,1730
215,1731
216,1732
217,1733
218,1734
219,1735
220,1736
221,1736
222,1736
223,1736
224,1736
225,1736
226,1736
227,1736
228,1736
229,1736
230,1737
231,1737
232,1737
233,1737
234,1737
235,1737
236,1737
237,1738
238,1740
239,1741
240,1742
241,1743
242,1745
243,1745
244,1745
245,1745
246,1745
247,1745
248,1745
249,1745
250,1745
251,1745
252,1745
253,1745
254,1745
255,1745
256,1746
257,1747
258,1747
259,1747
260,1748
261,1748
262,1748
263,1748
264,1748
265,1748
266,1748
267,1748
268,1748
269,1748
270,1748
271,1748
272,1748
273,1748
274,1748
275,1748
276,1748
277,1748
278,1748
279,1748
280,1748
281,1748
282,1748
283,1748
284,1748
285,1749
286,1750
287,1751
288,1751
289,1751
290,1752
291,1753
292,1753
293,1753
294,1753
295,1753
296,1753
297,1753
298,1753
299,1753
300,1753
301,1754
302,1754
303,1754
304,1754
305,1754
306,1754
307,1754
308,1754
309,1754
310,1754
311,1754
312,1754
313,1754
314,1754
315,1754
316,1754
317,1754
318,1754
319,1754
320,1754
321,1754
322,1754
323,1754
324,1754
325,1754
326,1754
327,1754
328,1754
329,1754
330,1754
331,1754
332,1754
333,1754
334,1754
335,1754
336,1754
337,1754
338,1754
339,1754
340,1754
341,1754
342,1754
343,1754
344,1754
345,1754
346,1754
347,1754
348,1754
349,1754
350,1754
351,1754
352,1754
353,1754
354,1754
355,1754
356,1754
357,1754
358,1754
359,1754
360,1754
361,1754
362,1754
363,1755
364,1755
365,1755
366,1755
367,1755
368,1755
369,1755
370,1755
371,1755
372,1755
373,1755
374,1755
375,1755
376,1755
377,1755
378,1755
379,1755
380,1755
381,1755
382,1755
383,1755
384,1755
385,1755
386,1755
387,1755
388,1755
389,1755
390,1755
391,1755
392,1755
393,1755
394,1755
395,1755
396,1755
397,1755
398,1755
399,1755
400,1755
401,1755
402,1755
403,1755
404,1755
405,1755
406,1755
407,1755
408,1755
409,1756
410,1756
411,1756
412,1756
413,1756
414,1756
415,1756
416,1756
417,1756
418,1756
419,1756
420,1756
421,1756
422,1756
423,1756
424,1756
425,1756
426,1756
427,1757
428,1758
429,1758
430,1758
431,1758
432,1758
433,1758
434,1758
435,1759
436,1759
437,1759
438,1759
439,1759
440,1759
441,1759
442,1759
443,1759
444,1759
445,1760
446,1761
447,1762
448,1763
449,1763
450,1763
451,1763
452,1763
453,1763
454,1763
455,1763
456,1763
457,1764
458,1764
459,1764
460,1764
461,1764
462,1764
463,1764
464,1764
465,1764
466,1764
467,1764
468,1764
469,1764
470,1764
471,1764
472,1764
473,1764
474,1765
475,1765
476,1765
477,1765
478,1765
479,1765
480,1765
481,1765
482,1765
483,1765
484,1766
485,1767
486,1767
487,1767
488,1767
489,1767
490,1767
491,1767
492,1767
493,1767
494,1767
495,1768
496,1768
497,1768
498,1768
499,1768
500,1768
501,1768
502,1768
503,1768
504,1768
505,1768
506,1768
507,1768
508,1768
509,1768
510,1768
511,1768
512,1768
513,1768
514,1768
515,1768
516,1768
517,1768
518,1768
519,1768
520,1768
521,1768
522,1768
523,1768
524,1768
525,1768
526,1768
527,1768
528,1768
529,1768
530,1768
531,1768
532,1768
533,1768
534,1768
535,1768
536,1768
537,1768
538,1768
539,1768
540,1768
541,1768
542,1768
543,1768
544,1768
545,1768
546,1768
547,1768
548,1768
549,1768
550,1768
551,1768
552,1768
553,1768
554,1768
555,1768
556,1768
557,1768
558,1768
559,1768
560,1768
561,1769
562,1769
563,1769
564,1769
565,1769
566,1769
567,1769
568,1769
569,1769
570,1769
571,1769
572,1769
573,1769
574,1769
575,1769
576,1769
577,1769
578,1769
579,1770
580,1770
581,1770
582,1770
583,1770
584,1770
585,1770
586,1770
587,1770
588,1770
589,1770
590,1770
591,1770
592,1770
593,1770
594,1770
595,1770
596,1770
597,1770
598,1770
599,1770
600,1770
601,1770
602,1770
603,1770
604,1770
605,1770
606,1770
607,1770
608,1770
609,1770
610,1770
611,1770
612,1770
613,1770
614,1770
615,1770
616,1770
617,1770
618,1770
619,1770
620,1770
621,1770
622,1770
623,1770
624,1770
625,1770
626,1770
627,1770
628,1770
629,1770
630,1770
631,1770
632,1770
633,1770
634,1770
635,1770
636,1770
637,1770
