Time(Iteration),CLCB_Attack
0,494
1,779
2,961
3,1081
4,1166
5,1217
6,1250
7,1272
8,1286
9,1299
10,1313
11,1325
12,1329
13,1336
14,1343
15,1348
16,1353
17,1358
18,1361
19,1364
20,1368
21,1371
22,1373
23,1376
24,1379
25,1383
26,1388
27,1393
28,1395
29,1400
30,1404
31,1407
32,1409
33,1411
34,1412
35,1414
36,1417
37,1421
38,1422
39,1425
40,1426
41,1427
42,1429
43,1431
44,1432
45,1435
46,1438
47,1441
48,1444
49,1447
50,1449
51,1451
52,1456
53,1459
54,1464
55,1468
56,1471
57,1472
58,1473
59,1474
60,1476
61,1477
62,1479
63,1480
64,1480
65,1480
66,1481
67,1482
68,1483
69,1483
70,1483
71,1483
72,1484
73,1484
74,1484
75,1485
76,1487
77,1488
78,1489
79,1490
80,1492
81,1492
82,1492
83,1494
84,1495
85,1496
86,1499
87,1501
88,1504
89,1506
90,1508
91,1511
92,1514
93,1514
94,1514
95,1514
96,1514
97,1516
98,1517
99,1518
100,1519
101,1520
102,1520
103,1520
104,1520
105,1520
106,1520
107,1522
108,1525
109,1526
110,1528
111,1529
112,1531
113,1532
114,1533
115,1535
116,1537
117,1539
118,1540
119,1541
120,1542
121,1544
122,1546
123,1546
124,1546
125,1546
126,1547
127,1548
128,1548
129,1549
130,1551
131,1552
132,1553
133,1553
134,1554
135,1554
136,1554
137,1556
138,1557
139,1559
140,1559
141,1559
142,1560
143,1560
144,1560
145,1561
146,1562
147,1563
148,1564
149,1564
150,1564
151,1564
152,1564
153,1564
154,1564
155,1564
156,1564
157,1564
158,1564
159,1564
160,1565
161,1565
162,1565
163,1565
164,1565
165,1565
166,1565
167,1565
168,1565
169,1565
170,1565
171,1565
172,1565
173,1565
174,1565
175,1565
176,1565
177,1565
178,1565
179,1565
180,1565
181,1565
182,1565
183,1566
184,1567
185,1568
186,1569
187,1570
188,1571
189,1571
190,1572
191,1573
192,1573
193,1575
194,1576
195,1577
196,1577
197,1577
198,1577
199,1578
200,1578
201,1578
202,1578
203,1578
204,1580
205,1581
206,1581
207,1581
208,1581
209,1581
210,1581
211,1581
212,1581
213,1581
214,1581
215,1581
216,1581
217,1581
218,1582
219,1582
220,1582
221,1582
222,1582
223,1582
224,1582
225,1582
226,1582
227,1582
228,1582
229,1582
230,1582
231,1582
232,1582
233,1582
234,1582
235,1582
236,1582
237,1582
238,1583
239,1584
240,1584
241,1584
242,1584
243,1584
244,1585
245,1585
246,1585
247,1585
248,1585
249,1585
250,1585
251,1585
252,1585
253,1585
254,1586
255,1586
256,1586
257,1586
258,1586
259,1587
260,1587
261,1587
262,1588
263,1589
264,1589
265,1589
266,1589
267,1589
268,1589
269,1589
270,1589
271,1589
272,1589
273,1589
274,1589
275,1589
276,1589
277,1589
278,1589
279,1589
280,1589
281,1589
282,1589
283,1589
284,1589
285,1589
286,1590
287,1590
288,1590
289,1590
290,1590
291,1590
292,1590
293,1590
294,1590
295,1590
296,1590
297,1590
298,1590
299,1590
300,1590
301,1590
302,1590
303,1590
304,1590
305,1590
306,1590
307,1590
308,1590
309,1590
310,1590
311,1590
312,1590
313,1590
314,1591
315,1591
316,1591
317,1591
318,1591
319,1591
320,1591
321,1591
322,1591
323,1591
324,1591
325,1591
326,1591
327,1591
328,1591
329,1591
330,1591
331,1591
332,1591
333,1591
334,1591
335,1591
336,1591
337,1591
338,1591
339,1591
340,1592
341,1593
342,1594
343,1595
344,1595
345,1595
346,1595
347,1595
348,1595
349,1595
350,1595
351,1595
352,1595
353,1595
354,1595
355,1595
356,1595
357,1595
358,1595
359,1595
360,1595
361,1595
362,1595
363,1595
364,1595
365,1595
366,1595
367,1595
368,1595
369,1595
370,1595
371,1595
372,1595
373,1595
