Time(Iteration),CLCB_Attack
0,496
1,780
2,961
3,1078
4,1165
5,1220
6,1261
7,1286
8,1305
9,1327
10,1339
11,1353
12,1364
13,1371
14,1376
15,1382
16,1390
17,1393
18,1396
19,1399
20,1402
21,1407
22,1409
23,1409
24,1410
25,1412
26,1417
27,1420
28,1422
29,1424
30,1427
31,1428
32,1429
33,1429
34,1430
35,1432
36,1434
37,1437
38,1440
39,1442
40,1443
41,1444
42,1444
43,1444
44,1446
45,1448
46,1448
47,1449
48,1449
49,1450
50,1451
51,1453
52,1456
53,1457
54,1458
55,1460
56,1463
57,1467
58,1469
59,1471
60,1473
61,1475
62,1478
63,1481
64,1486
65,1490
66,1496
67,1501
68,1504
69,1508
70,1510
71,1513
72,1513
73,1513
74,1513
75,1514
76,1514
77,1515
78,1515
79,1515
80,1516
81,1519
82,1521
83,1522
84,1523
85,1523
86,1523
87,1524
88,1525
89,1526
90,1529
91,1529
92,1529
93,1530
94,1530
95,1530
96,1530
97,1530
98,1530
99,1530
100,1530
101,1530
102,1531
103,1533
104,1536
105,1539
106,1541
107,1543
108,1546
109,1547
110,1547
111,1547
112,1547
113,1547
114,1547
115,1547
116,1547
117,1548
118,1548
119,1549
120,1551
121,1554
122,1555
123,1556
124,1556
125,1556
126,1556
127,1556
128,1556
129,1556
130,1558
131,1561
132,1562
133,1563
134,1564
135,1564
136,1565
137,1566
138,1568
139,1570
140,1570
141,1570
142,1571
143,1571
144,1571
145,1571
146,1571
147,1571
148,1571
149,1571
150,1571
151,1572
152,1573
153,1574
154,1575
155,1577
156,1578
157,1579
158,1580
159,1582
160,1585
161,1585
162,1586
163,1587
164,1588
165,1588
166,1589
167,1590
168,1590
169,1590
170,1590
171,1590
172,1590
173,1590
174,1590
175,1590
176,1590
177,1590
178,1590
179,1590
180,1590
181,1590
182,1590
183,1590
184,1590
185,1590
186,1591
187,1591
188,1592
189,1592
190,1592
191,1593
192,1593
193,1593
194,1593
195,1593
196,1593
197,1593
198,1593
199,1593
200,1594
201,1595
202,1595
203,1595
204,1595
205,1595
206,1595
207,1595
208,1595
209,1595
210,1596
211,1597
212,1597
213,1597
214,1597
215,1597
216,1597
217,1598
