Time(Iteration),CLCB_Attack
0,495
1,768
2,950
3,1070
4,1153
5,1206
6,1240
7,1264
8,1280
9,1291
10,1303
11,1313
12,1321
13,1329
14,1333
15,1337
16,1344
17,1351
18,1357
19,1361
20,1362
21,1365
22,1366
23,1369
24,1371
25,1372
26,1377
27,1380
28,1381
29,1384
30,1391
31,1397
32,1399
33,1400
34,1403
35,1405
36,1410
37,1413
38,1416
39,1420
40,1426
41,1431
42,1434
43,1437
44,1441
45,1443
46,1444
47,1445
48,1447
49,1451
50,1454
51,1455
52,1455
53,1457
54,1458
55,1459
56,1459
57,1459
58,1461
59,1462
60,1462
61,1462
62,1463
63,1463
64,1463
65,1463
66,1463
67,1463
68,1463
69,1464
70,1466
71,1467
72,1468
73,1470
74,1471
75,1472
76,1472
77,1472
78,1473
79,1473
80,1473
81,1473
82,1473
83,1476
84,1481
85,1485
86,1489
87,1490
88,1491
89,1492
90,1493
91,1495
92,1496
93,1497
94,1499
95,1499
96,1499
97,1499
98,1500
99,1500
100,1501
101,1503
102,1504
103,1504
104,1504
105,1504
106,1505
107,1505
108,1506
109,1510
110,1511
111,1512
112,1513
113,1515
114,1516
115,1518
116,1520
117,1522
118,1526
119,1529
120,1531
121,1532
122,1532
123,1532
124,1532
125,1532
126,1532
127,1532
128,1534
129,1534
130,1534
131,1534
132,1534
133,1534
134,1534
135,1534
136,1534
137,1534
138,1535
139,1535
140,1536
141,1538
142,1538
143,1538
144,1538
145,1538
146,1539
147,1539
148,1539
149,1539
150,1539
151,1539
152,1539
153,1540
154,1540
155,1540
156,1540
157,1540
158,1541
159,1542
160,1542
161,1542
162,1542
163,1542
164,1542
165,1542
166,1543
167,1544
168,1545
169,1545
170,1545
171,1545
172,1545
173,1545
174,1546
175,1547
176,1547
177,1547
178,1547
179,1547
180,1547
181,1547
182,1547
183,1547
184,1547
185,1547
186,1547
187,1547
188,1548
189,1548
190,1548
191,1548
192,1549
193,1549
194,1549
195,1549
196,1549
197,1549
198,1549
199,1549
200,1549
201,1549
202,1549
203,1549
204,1549
205,1549
206,1549
207,1549
208,1550
209,1550
210,1550
211,1550
212,1550
213,1550
214,1550
215,1550
216,1550
217,1550
218,1550
219,1550
220,1550
221,1550
222,1550
223,1550
224,1550
225,1550
226,1550
227,1550
228,1551
229,1551
230,1551
231,1551
232,1551
233,1551
234,1551
235,1551
236,1551
237,1551
238,1551
239,1551
240,1552
241,1552
242,1552
243,1552
244,1552
245,1552
246,1552
247,1552
248,1552
249,1552
250,1552
251,1553
252,1554
253,1555
254,1556
255,1557
256,1557
257,1557
258,1557
259,1557
260,1557
261,1557
262,1557
263,1557
264,1557
265,1557
266,1557
267,1557
268,1557
269,1557
270,1557
271,1557
272,1557
273,1557
274,1557
275,1557
276,1557
277,1557
278,1557
279,1557
280,1557
281,1558
282,1559
283,1560
284,1560
285,1560
286,1560
287,1560
288,1560
289,1560
290,1560
291,1560
292,1561
293,1562
294,1563
295,1564
296,1564
297,1564
298,1564
299,1564
300,1564
301,1564
302,1564
303,1564
304,1564
305,1564
306,1564
307,1564
308,1564
309,1564
310,1564
311,1564
312,1564
313,1564
314,1565
315,1566
316,1566
317,1566
318,1566
319,1566
320,1566
321,1566
322,1566
323,1566
324,1566
325,1566
326,1566
327,1566
328,1566
329,1566
330,1566
331,1566
332,1566
333,1566
334,1566
335,1566
336,1566
337,1566
338,1566
339,1566
340,1566
341,1566
342,1566
343,1566
344,1566
345,1566
346,1566
347,1566
348,1566
349,1566
350,1566
351,1566
352,1566
353,1566
354,1567
355,1568
356,1570
357,1572
358,1574
359,1574
360,1575
361,1576
362,1576
363,1576
364,1576
365,1576
366,1576
367,1576
368,1576
369,1576
370,1576
371,1576
372,1576
373,1576
374,1576
375,1576
376,1576
377,1576
378,1576
379,1576
380,1576
381,1576
382,1576
383,1576
384,1576
385,1577
386,1578
387,1579
388,1579
389,1579
390,1579
391,1579
392,1579
393,1579
394,1579
395,1579
396,1579
397,1579
398,1579
399,1579
400,1579
401,1579
402,1579
403,1579
404,1579
405,1579
406,1579
407,1579
408,1579
409,1579
410,1579
411,1579
412,1579
413,1579
414,1579
415,1579
416,1579
417,1579
418,1579
419,1579
420,1579
421,1579
422,1579
423,1579
424,1579
425,1579
426,1579
427,1579
428,1579
429,1579
430,1579
431,1579
432,1579
433,1579
434,1579
435,1579
436,1579
437,1579
438,1581
439,1582
440,1583
441,1585
442,1585
443,1585
444,1585
445,1585
446,1585
447,1585
448,1585
449,1585
450,1585
451,1585
452,1585
453,1585
454,1585
455,1585
456,1585
457,1585
458,1585
459,1585
460,1585
461,1585
462,1585
463,1585
464,1585
465,1585
466,1585
467,1585
468,1585
469,1585
470,1585
471,1585
472,1585
473,1585
474,1585
475,1585
476,1585
477,1585
478,1585
479,1585
480,1585
481,1585
482,1585
483,1585
484,1585
485,1585
486,1585
487,1585
488,1585
489,1586
490,1586
491,1586
492,1586
493,1586
494,1586
495,1586
496,1586
497,1586
498,1586
499,1586
500,1586
501,1586
502,1586
503,1586
504,1586
505,1586
506,1586
507,1586
508,1586
509,1586
510,1586
511,1586
512,1586
513,1586
514,1587
515,1587
516,1587
517,1587
518,1587
519,1587
520,1587
521,1588
522,1589
523,1590
524,1590
525,1590
526,1590
527,1590
528,1590
529,1590
530,1590
531,1590
532,1590
533,1590
534,1591
535,1591
536,1591
537,1591
538,1591
539,1591
540,1591
541,1591
542,1591
543,1591
544,1591
545,1591
546,1591
547,1591
548,1591
549,1591
550,1591
551,1591
552,1591
553,1591
554,1591
555,1591
556,1591
557,1591
558,1591
559,1591
560,1591
561,1591
562,1591
563,1591
564,1591
565,1591
566,1591
567,1591
568,1591
569,1591
570,1591
571,1591
572,1591
573,1591
574,1591
575,1591
576,1591
577,1591
578,1592
579,1593
580,1593
581,1593
582,1593
583,1593
584,1593
585,1593
586,1593
587,1593
588,1593
589,1593
590,1593
591,1593
592,1593
593,1593
594,1593
595,1593
596,1593
597,1593
598,1593
599,1593
600,1593
601,1593
602,1593
603,1594
604,1594
605,1594
606,1594
607,1594
608,1594
609,1595
610,1596
611,1596
612,1596
613,1596
614,1596
615,1596
616,1596
617,1596
618,1596
619,1596
620,1596
621,1596
622,1596
623,1596
624,1596
625,1596
626,1596
627,1596
628,1596
629,1596
630,1596
631,1596
632,1596
633,1596
634,1596
635,1596
636,1596
637,1596
638,1596
639,1596
640,1596
641,1596
642,1596
643,1596
644,1596
645,1596
646,1596
647,1596
648,1596
649,1596
650,1596
651,1596
652,1596
653,1596
654,1596
655,1596
656,1596
657,1596
658,1596
659,1596
660,1596
661,1596
662,1596
663,1596
664,1596
665,1596
666,1596
667,1596
668,1596
669,1596
670,1596
671,1596
672,1596
673,1596
674,1596
675,1596
676,1596
677,1596
678,1596
679,1596
680,1596
681,1596
682,1596
683,1596
684,1596
685,1596
686,1596
687,1596
688,1596
689,1596
690,1596
691,1596
692,1596
693,1596
694,1596
695,1597
696,1598
697,1598
698,1598
699,1598
700,1598
701,1598
702,1598
703,1598
704,1598
705,1598
706,1598
707,1598
708,1598
709,1598
710,1598
711,1598
712,1598
713,1598
714,1598
715,1598
716,1598
717,1598
718,1599
719,1599
720,1599
721,1599
722,1599
723,1599
724,1599
725,1599
726,1599
727,1599
728,1599
729,1599
730,1599
731,1599
732,1599
733,1599
734,1599
735,1599
736,1599
737,1599
738,1599
739,1599
740,1599
741,1599
742,1599
743,1599
744,1599
745,1599
746,1599
747,1599
748,1599
749,1599
750,1599
751,1599
752,1599
753,1599
754,1599
755,1599
756,1599
757,1599
758,1599
759,1599
760,1599
761,1599
762,1599
763,1599
764,1599
765,1599
766,1599
767,1599
768,1599
769,1599
770,1599
771,1599
772,1599
773,1599
774,1599
775,1599
776,1599
777,1599
778,1599
779,1599
780,1599
781,1599
782,1599
783,1599
784,1599
785,1599
786,1599
787,1599
788,1599
789,1599
790,1599
791,1599
792,1599
793,1599
794,1599
795,1599
796,1599
797,1599
798,1599
799,1599
800,1599
801,1599
802,1599
803,1599
804,1599
805,1599
806,1599
807,1599
808,1599
809,1599
810,1599
811,1599
812,1599
813,1599
814,1599
815,1599
816,1599
817,1599
818,1599
819,1599
820,1600
821,1600
822,1600
823,1600
824,1600
825,1600
826,1600
827,1600
828,1600
829,1600
830,1600
831,1600
832,1600
833,1600
834,1600
835,1600
836,1600
837,1600
838,1600
839,1600
840,1600
841,1600
842,1600
843,1600
844,1600
845,1600
846,1600
847,1600
848,1600
849,1600
850,1600
851,1600
852,1600
853,1600
854,1600
855,1600
856,1600
857,1600
