Time(Iteration),CLCB_Attack
0,493
1,773
2,954
3,1074
4,1153
5,1208
6,1247
7,1271
8,1293
9,1306
10,1318
11,1324
12,1329
13,1334
14,1338
15,1341
16,1346
17,1350
18,1356
19,1366
20,1370
21,1376
22,1376
23,1377
24,1377
25,1379
26,1380
27,1383
28,1386
29,1386
30,1386
31,1387
32,1388
33,1390
34,1392
35,1394
36,1396
37,1398
38,1402
39,1407
40,1411
41,1413
42,1413
43,1417
44,1421
45,1422
46,1422
47,1422
48,1422
49,1425
50,1427
51,1429
52,1430
53,1431
54,1433
55,1434
56,1436
57,1437
58,1439
59,1440
60,1441
61,1442
62,1446
63,1451
64,1455
65,1460
66,1465
67,1469
68,1471
69,1472
70,1472
71,1473
72,1474
73,1477
74,1479
75,1479
76,1479
77,1479
78,1479
79,1483
80,1487
81,1489
82,1490
83,1490
84,1490
85,1490
86,1490
87,1491
88,1491
89,1491
90,1491
91,1493
92,1495
93,1495
94,1495
95,1495
96,1495
97,1495
98,1495
99,1496
100,1497
101,1498
102,1499
103,1499
104,1502
105,1504
106,1505
107,1506
108,1506
109,1506
110,1506
111,1507
112,1509
113,1509
114,1511
115,1512
116,1512
117,1512
118,1514
119,1518
120,1520
121,1522
122,1524
123,1526
124,1528
125,1529
126,1529
127,1529
128,1530
129,1530
130,1531
131,1531
132,1531
133,1531
134,1531
135,1531
136,1531
137,1533
138,1535
139,1538
140,1538
141,1538
142,1538
143,1538
144,1538
145,1538
146,1538
147,1538
148,1538
149,1539
150,1540
151,1541
152,1542
153,1543
154,1545
155,1547
156,1550
157,1550
158,1550
159,1551
160,1552
161,1553
162,1553
163,1553
164,1553
165,1553
166,1553
167,1553
168,1553
169,1553
170,1553
171,1553
172,1553
173,1553
174,1553
175,1553
176,1553
177,1553
178,1553
179,1553
180,1553
181,1553
182,1553
183,1554
184,1554
185,1554
186,1554
187,1554
188,1554
189,1554
190,1554
191,1555
192,1555
193,1555
194,1555
195,1555
196,1555
197,1555
198,1555
199,1555
200,1555
201,1555
202,1555
203,1555
204,1555
205,1555
206,1555
207,1556
208,1556
209,1556
210,1556
211,1556
212,1556
213,1556
214,1556
215,1556
216,1556
217,1556
218,1556
219,1556
220,1556
221,1556
222,1556
223,1557
224,1557
225,1557
226,1557
227,1557
228,1557
229,1558
230,1558
231,1558
232,1558
233,1558
234,1558
235,1558
236,1558
237,1558
238,1558
239,1558
240,1558
241,1558
242,1558
243,1559
244,1560
245,1560
246,1560
247,1560
248,1560
249,1560
250,1560
251,1561
252,1561
253,1561
254,1561
255,1561
256,1561
257,1561
258,1561
259,1561
260,1561
261,1561
262,1561
263,1561
264,1561
265,1561
266,1561
267,1561
268,1561
269,1561
270,1561
271,1561
272,1562
273,1563
274,1563
275,1563
276,1563
277,1563
278,1563
279,1563
280,1563
281,1563
282,1563
283,1563
284,1563
285,1563
286,1563
287,1563
288,1563
289,1563
290,1563
291,1563
292,1563
293,1563
294,1563
295,1563
296,1563
297,1563
298,1563
299,1563
300,1563
301,1563
302,1564
303,1566
304,1567
305,1567
306,1567
307,1567
308,1567
309,1567
310,1567
311,1567
312,1567
313,1567
314,1567
315,1567
316,1567
317,1567
318,1567
319,1568
320,1569
321,1569
322,1569
323,1569
324,1569
325,1569
326,1569
327,1569
328,1569
329,1569
330,1569
331,1569
332,1569
333,1569
334,1570
335,1571
336,1571
337,1571
338,1571
339,1571
340,1571
341,1572
342,1573
343,1574
344,1574
345,1574
346,1574
347,1574
348,1574
349,1574
350,1574
351,1574
352,1574
353,1574
354,1574
355,1574
356,1574
357,1574
358,1575
359,1576
360,1577
361,1578
362,1579
363,1579
364,1579
365,1579
366,1579
367,1579
368,1579
369,1579
370,1579
371,1579
372,1579
373,1579
374,1579
375,1579
376,1579
377,1579
378,1579
379,1579
380,1579
381,1579
382,1579
383,1579
384,1579
385,1579
386,1579
387,1579
388,1579
389,1579
390,1579
391,1579
392,1579
393,1579
394,1579
395,1579
396,1579
397,1579
398,1579
399,1580
400,1580
401,1580
402,1580
403,1580
404,1580
405,1580
406,1580
407,1580
408,1580
409,1580
410,1580
411,1580
412,1581
413,1581
414,1581
415,1581
416,1581
417,1581
418,1581
419,1581
420,1581
421,1581
422,1581
423,1581
424,1581
425,1581
426,1581
427,1581
428,1581
429,1581
430,1581
431,1581
432,1581
433,1581
434,1581
435,1581
436,1581
437,1582
438,1582
439,1582
440,1582
441,1582
442,1582
443,1582
444,1582
445,1582
446,1582
447,1582
448,1582
449,1582
450,1582
451,1582
452,1582
453,1582
454,1582
455,1582
456,1582
457,1582
458,1582
459,1582
460,1582
461,1582
462,1582
463,1582
464,1582
465,1582
466,1582
467,1582
468,1583
469,1583
470,1584
471,1584
472,1584
473,1584
474,1584
475,1584
476,1584
477,1584
478,1584
479,1584
480,1584
481,1584
482,1584
483,1585
484,1586
485,1587
486,1588
487,1588
488,1588
489,1588
490,1588
491,1588
492,1588
493,1588
494,1588
495,1588
496,1588
497,1588
498,1588
499,1588
500,1588
501,1588
502,1588
503,1588
504,1588
505,1588
506,1589
507,1590
508,1590
509,1590
510,1590
511,1590
512,1590
513,1590
514,1590
515,1590
516,1590
517,1590
518,1590
519,1590
520,1590
521,1590
522,1590
523,1590
524,1590
525,1590
526,1590
527,1590
528,1590
529,1590
530,1590
531,1590
532,1590
533,1590
534,1590
535,1590
536,1590
537,1590
538,1590
539,1590
540,1590
541,1590
542,1590
543,1590
544,1590
545,1590
546,1590
547,1590
548,1590
549,1590
550,1590
551,1590
552,1590
553,1590
554,1590
555,1590
556,1590
557,1590
558,1590
559,1590
560,1590
561,1590
562,1590
563,1590
564,1590
565,1590
566,1590
567,1590
568,1590
569,1590
570,1590
571,1590
572,1590
573,1590
574,1590
575,1590
576,1590
577,1590
578,1590
579,1590
580,1590
581,1590
582,1590
583,1590
584,1590
585,1590
586,1590
587,1591
588,1592
589,1592
590,1592
591,1592
592,1592
593,1592
594,1592
595,1592
596,1592
597,1592
598,1592
599,1592
600,1592
601,1592
