Time(Iteration),CLCB_Attack
0,501
1,784
2,970
3,1088
4,1173
5,1225
6,1257
7,1280
8,1297
9,1308
10,1324
11,1335
12,1344
13,1351
14,1357
15,1362
16,1372
17,1381
18,1388
19,1392
20,1394
21,1395
22,1396
23,1398
24,1401
25,1404
26,1409
27,1412
28,1413
29,1414
30,1416
31,1419
32,1421
33,1423
34,1424
35,1427
36,1428
37,1431
38,1433
39,1436
40,1440
41,1446
42,1449
43,1452
44,1455
45,1457
46,1458
47,1459
48,1460
49,1462
50,1464
51,1466
52,1467
53,1469
54,1470
55,1471
56,1473
57,1476
58,1478
59,1480
60,1481
61,1483
62,1486
63,1487
64,1489
65,1490
66,1490
67,1492
68,1496
69,1500
70,1501
71,1502
72,1504
73,1505
74,1506
75,1508
76,1509
77,1509
78,1511
79,1511
80,1511
81,1511
82,1512
83,1514
84,1516
85,1517
86,1518
87,1519
88,1519
89,1519
90,1520
91,1523
92,1527
93,1532
94,1535
95,1538
96,1540
97,1544
98,1547
99,1549
100,1551
101,1552
102,1552
103,1553
104,1553
105,1553
106,1553
107,1553
108,1553
109,1553
110,1553
111,1554
112,1554
113,1554
114,1554
115,1554
116,1554
117,1554
118,1554
119,1554
120,1554
121,1555
122,1555
123,1555
124,1555
125,1555
126,1555
127,1555
128,1556
129,1557
130,1557
131,1557
132,1557
133,1557
134,1557
135,1557
136,1558
137,1558
138,1559
139,1559
140,1560
141,1560
142,1561
143,1563
144,1565
145,1565
146,1566
147,1567
148,1567
149,1567
150,1567
151,1567
152,1567
153,1567
154,1567
155,1568
156,1568
157,1568
158,1568
159,1569
160,1570
161,1571
162,1573
163,1575
164,1577
165,1578
166,1579
167,1580
168,1581
169,1582
170,1582
171,1582
172,1582
173,1582
174,1582
175,1582
176,1582
177,1582
178,1582
179,1582
180,1582
181,1583
182,1584
183,1585
184,1586
185,1586
186,1586
187,1586
188,1586
189,1586
190,1586
191,1586
192,1586
193,1586
194,1586
195,1586
196,1586
197,1586
198,1586
199,1586
200,1586
201,1586
202,1586
203,1586
204,1586
205,1586
206,1587
207,1588
208,1589
209,1590
210,1591
211,1591
212,1591
213,1591
214,1592
215,1593
216,1593
217,1593
218,1593
219,1594
220,1595
221,1596
222,1597
223,1597
224,1597
225,1597
226,1597
227,1597
228,1597
229,1597
230,1597
231,1597
232,1597
233,1597
234,1597
235,1597
236,1598
237,1598
238,1598
239,1598
240,1598
241,1598
242,1598
243,1599
244,1600
245,1601
246,1602
247,1603
248,1604
249,1605
250,1605
251,1605
252,1606
253,1607
254,1608
255,1610
256,1612
257,1612
258,1612
259,1612
260,1612
261,1612
262,1612
263,1612
264,1612
265,1612
266,1612
267,1612
268,1612
269,1612
270,1612
271,1612
272,1612
273,1612
274,1612
275,1612
276,1612
277,1612
278,1612
279,1612
280,1612
281,1612
282,1612
283,1612
284,1613
285,1614
286,1614
287,1614
288,1614
289,1614
290,1614
291,1614
292,1614
293,1614
294,1614
295,1615
296,1617
297,1617
298,1617
299,1617
300,1617
301,1617
302,1617
303,1617
304,1617
305,1617
306,1617
307,1617
308,1617
309,1617
310,1617
311,1618
312,1619
313,1622
314,1624
315,1625
316,1625
317,1625
318,1625
319,1625
320,1625
321,1625
322,1625
323,1625
324,1625
325,1625
326,1625
327,1625
328,1625
329,1625
330,1625
331,1625
332,1625
333,1625
334,1626
335,1626
336,1626
337,1626
338,1626
339,1626
340,1626
341,1626
342,1626
343,1626
344,1626
345,1626
346,1626
347,1626
348,1626
349,1626
350,1626
351,1626
352,1626
353,1626
354,1626
355,1626
356,1626
357,1626
358,1626
359,1626
360,1627
361,1628
362,1628
363,1628
364,1628
365,1628
366,1628
367,1628
368,1628
369,1628
370,1628
371,1628
372,1628
373,1628
374,1628
375,1628
376,1628
377,1628
378,1628
379,1628
380,1628
381,1628
382,1628
383,1628
384,1628
385,1628
386,1628
387,1628
388,1628
389,1628
390,1628
391,1628
392,1629
393,1630
394,1631
395,1631
396,1631
397,1631
398,1631
399,1631
400,1631
401,1631
402,1631
403,1631
404,1631
405,1631
406,1631
407,1631
408,1631
409,1631
410,1631
411,1631
412,1631
413,1631
414,1631
415,1631
416,1631
417,1631
418,1631
419,1631
420,1631
421,1632
422,1633
423,1634
424,1634
425,1634
426,1634
427,1634
428,1634
429,1634
430,1634
431,1634
432,1634
433,1634
434,1634
435,1634
436,1634
437,1634
438,1634
439,1634
440,1634
441,1634
442,1634
443,1634
444,1634
445,1634
446,1634
447,1634
448,1634
449,1634
450,1634
451,1634
452,1634
453,1634
454,1634
455,1634
456,1634
457,1634
458,1634
459,1634
460,1634
461,1634
462,1634
463,1634
464,1634
465,1634
466,1634
467,1634
468,1634
469,1634
470,1634
471,1634
472,1634
473,1634
474,1634
475,1634
476,1634
477,1634
478,1634
479,1634
480,1634
481,1634
482,1634
483,1634
484,1634
485,1634
486,1634
487,1634
488,1634
489,1635
490,1635
491,1635
492,1635
493,1635
494,1636
495,1636
496,1636
497,1636
498,1636
499,1636
500,1636
501,1636
502,1636
503,1637
504,1638
505,1638
506,1638
507,1638
508,1638
509,1639
510,1640
511,1641
512,1641
513,1641
514,1641
515,1641
516,1641
517,1641
518,1641
519,1641
520,1641
521,1641
522,1641
523,1641
524,1641
525,1641
526,1641
527,1641
528,1641
529,1641
530,1641
531,1641
532,1641
533,1641
534,1641
535,1641
536,1641
537,1641
538,1641
539,1641
540,1641
541,1641
542,1641
543,1641
544,1641
545,1641
546,1641
547,1641
548,1641
549,1641
550,1641
551,1641
552,1641
553,1641
554,1641
555,1641
556,1641
557,1641
558,1641
559,1641
560,1641
561,1641
562,1642
563,1643
564,1643
565,1643
566,1643
567,1643
568,1643
569,1643
570,1643
571,1643
572,1643
573,1643
574,1643
575,1643
576,1643
577,1643
578,1643
579,1643
580,1643
581,1643
582,1643
583,1643
584,1643
585,1643
586,1643
587,1643
588,1643
589,1643
590,1643
591,1643
592,1643
593,1643
594,1643
595,1643
596,1643
597,1643
598,1643
599,1643
600,1643
601,1643
602,1643
603,1643
604,1643
605,1643
606,1643
607,1643
608,1643
609,1643
610,1643
611,1643
612,1643
613,1643
614,1643
615,1643
616,1643
617,1643
618,1643
619,1643
620,1643
621,1643
622,1643
623,1643
624,1643
625,1643
626,1643
627,1644
628,1645
629,1645
630,1645
631,1645
632,1645
633,1645
634,1645
635,1645
636,1645
637,1645
638,1645
639,1645
640,1645
641,1645
642,1645
643,1645
644,1645
645,1645
646,1645
647,1645
648,1645
649,1645
650,1645
651,1645
652,1645
653,1645
654,1645
655,1645
656,1645
657,1645
658,1645
659,1645
660,1645
661,1645
662,1645
663,1645
664,1645
665,1645
666,1645
667,1645
668,1645
669,1645
670,1645
671,1645
672,1645
673,1645
674,1645
675,1645
676,1645
677,1645
678,1645
679,1645
680,1645
681,1645
682,1645
683,1645
684,1645
685,1645
686,1645
687,1645
688,1645
689,1645
690,1645
691,1645
692,1645
693,1645
694,1645
695,1645
696,1645
697,1645
698,1645
699,1645
700,1645
701,1645
702,1645
703,1645
704,1645
705,1645
706,1645
707,1645
708,1645
709,1645
710,1645
711,1645
712,1645
713,1645
714,1645
715,1645
716,1645
717,1645
718,1645
719,1645
720,1645
721,1645
722,1645
723,1645
724,1645
725,1645
726,1645
727,1645
728,1645
729,1645
730,1645
731,1645
732,1645
733,1645
734,1645
735,1645
736,1645
737,1645
738,1645
739,1645
740,1645
741,1645
742,1645
743,1645
744,1645
745,1645
746,1645
747,1645
748,1645
749,1645
750,1645
751,1645
752,1645
753,1645
754,1645
755,1645
756,1645
757,1645
758,1645
759,1645
760,1645
761,1645
762,1645
763,1645
764,1645
765,1645
766,1645
767,1645
768,1645
769,1645
770,1645
771,1645
772,1645
773,1645
774,1645
775,1645
776,1645
777,1646
778,1646
779,1646
780,1646
781,1646
782,1646
783,1646
784,1646
785,1646
786,1646
787,1646
788,1646
789,1646
790,1646
791,1646
792,1646
793,1646
794,1646
795,1646
796,1646
797,1646
798,1646
799,1646
800,1646
801,1646
802,1646
803,1646
804,1646
805,1646
806,1646
807,1646
808,1646
809,1646
810,1646
811,1646
812,1646
813,1646
814,1646
815,1646
816,1646
817,1646
818,1646
819,1646
820,1646
821,1646
822,1646
823,1646
824,1646
825,1646
826,1646
827,1646
828,1646
829,1646
830,1646
831,1646
832,1646
833,1646
834,1646
835,1646
836,1646
837,1646
838,1646
839,1646
840,1646
841,1646
842,1646
843,1646
844,1646
845,1646
846,1646
847,1646
