Time(Iteration),CUCB_Attack_prop=1,CUCB_Attack_prop=2,CUCB_Attack_prop=3
1627,5,6,5
1628,5,7,5
1629,8,5,6
1630,6,5,9
1631,5,5,5
1632,5,9,11
1633,5,6,5
1634,5,6,6
1635,6,9,5
1636,6,5,5
1637,6,5,15
1638,5,7,5
1639,5,5,14
1640,5,5,5
1641,8,7,8
1642,6,7,6
1643,10,6,5
1644,5,5,10
1645,6,5,5
1646,6,6,16
1647,5,8,15
1648,5,6,9
1649,6,6,5
1650,6,7,11
1651,5,9,5
1652,6,5,5
1653,7,7,5
1654,6,6,7
1655,6,7,5
1656,7,10,5
1657,6,5,6
1658,5,6,8
1659,6,6,6
1660,5,7,6
1661,6,7,5
1662,10,6,6
1663,5,6,5
1664,5,5,6
1665,6,5,6
1666,6,14,5
1667,5,7,6
1668,6,15,5
1669,6,6,5
1670,5,6,5
1671,6,16,5
1672,11,5,7
1673,7,6,5
1674,5,9,6
1675,6,6,5
1676,6,7,5
1677,5,6,6
1678,6,7,5
1679,7,6,5
1680,5,6,5
1681,5,6,5
1682,6,6,5
1683,5,6,5
1684,6,5,5
1685,6,5,6
1686,6,6,5
1687,5,7,5
1688,7,6,7
1689,5,5,5
1690,5,8,5
1691,5,5,5
1692,5,5,5
1693,5,7,5
1694,5,6,6
1695,5,11,5
1696,6,6,6
1697,5,5,5
1698,7,8,5
1699,5,10,5
1700,5,12,7
1701,6,6,5
1702,5,5,5
1703,6,7,5
1704,5,8,7
1705,6,5,7
1706,5,11,9
1707,7,12,8
1708,6,5,6
1709,7,5,6
1710,5,6,5
1711,6,13,9
1712,5,7,5
1713,7,8,13
1714,5,5,19
1715,5,6,7
1716,5,8,7
1717,9,6,6
1718,5,9,18
1719,6,5,5
1720,8,8,8
1721,5,6,5
1722,9,7,6
1723,6,8,5
1724,5,7,5
1725,5,8,8
1726,7,6,5
1727,5,6,5
1728,12,5,9
1729,5,7,8
1730,5,7,5
1731,6,7,5
1732,5,5,5
1733,5,5,6
1734,5,6,5
1735,8,5,5
1736,6,6,6
1737,8,5,5
1738,6,8,7
1739,7,13,5
1740,12,6,5
1741,5,8,5
1742,5,5,5
1743,6,7,24
1744,6,14,8
1745,6,5,8
1746,10,5,5
1747,5,5,6
1748,5,8,5
1749,5,5,5
1750,5,5,5
1751,5,6,5
1752,7,5,6
1753,5,13,7
1754,5,6,6
1755,10,6,6
1756,5,5,6
1757,5,6,5
1758,5,7,5
1759,7,6,5
1760,5,6,5
1761,12,5,6
1762,5,5,6
1763,6,9,16
1764,5,5,5
1765,5,21,16
1766,11,5,6
1767,5,5,7
1768,5,13,8
1769,11,7,5
1770,6,7,9
1771,5,5,6
1772,5,5,5
1773,6,11,9
1774,5,6,8
1775,5,14,9
1776,6,7,11
1777,6,5,6
1778,5,5,5
1779,5,5,6
1780,6,6,5
1781,5,6,5
1782,5,9,5
1783,5,5,8
1784,5,5,5
1785,5,7,7
1786,5,5,6
1787,5,5,6
1788,6,5,5
1789,6,6,5
1790,5,7,6
1791,6,7,5
1792,5,5,5
1793,5,5,9
1794,5,5,7
1795,5,8,7
1796,5,5,5
1797,6,6,5
1798,15,5,5
1799,5,6,5
1800,6,7,5
1801,5,7,5
1802,6,5,5
1803,6,6,5
1804,5,6,9
1805,5,5,5
1806,5,6,6
1807,15,5,5
1808,5,5,5
1809,6,6,8
1810,5,6,13
1811,7,6,5
1812,5,5,5
1813,5,14,5
1814,5,6,5
1815,5,11,5
1816,5,6,5
1817,5,6,6
1818,5,5,5
1819,5,6,5
1820,5,9,6
1821,5,5,8
1822,6,6,5
1823,5,5,15
1824,11,6,10
1825,6,5,5
1826,5,5,5
1827,5,5,6
1828,7,6,5
1829,5,6,6
1830,11,11,7
1831,5,6,8
1832,7,12,5
1833,8,7,5
1834,5,9,7
1835,10,5,5
1836,7,8,5
1837,5,5,5
1838,5,6,7
1839,5,8,7
1840,7,5,6
1841,5,7,5
1842,5,5,6
1843,5,6,8
1844,5,14,5
1845,10,12,5
1846,5,5,7
1847,5,5,6
1848,5,7,5
1849,5,6,5
1850,5,12,7
1851,6,5,10
1852,5,6,7
1853,6,20,5
1854,7,7,5
1855,5,6,7
1856,5,11,14
1857,5,11,11
1858,10,11,11
1859,5,6,5
