Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack,CascadeUCB-V,CascadeUCB1,CascadeKLUCB
0,0.046912284729651824,0.046912284729651824,0.046912284729651824,0.046912284729651824,0.046912284729651824,0.046912284729651824
1,0.0878355006239159,0.08296326563328998,0.08317541721147584,0.08296326563328998,0.08317541721147584,0.08675168057359281
2,0.11459552477670437,0.12388648152755406,0.11443095197437997,0.119226398115114,0.12399240977824807,0.13074446389442035
3,0.13953496699833448,0.14825294876427333,0.1457439580696483,0.1444350580925139,0.14996610786470416,0.15660865764115905
4,0.19399197820587613,0.17589963917164908,0.18842101909045225,0.1728389437626192,0.1933637336844527,0.1906091072399345
5,0.23050662135495234,0.22810407460243368,0.2211799324517243,0.2251641302573304,0.22044603788554487,0.22469420350163635
6,0.2626413417411813,0.26333785730960874,0.26430256988450856,0.25692745887561275,0.2710765183516149,0.2609056473086923
7,0.29507391621499596,0.3010888784912877,0.29498256041132587,0.2987990017726645,0.3074262862062833,0.3086682567602465
8,0.3484790665551444,0.3295991244857048,0.35132016426642476,0.3249419822339384,0.35856708810473076,0.3641783188472836
9,0.406833250907447,0.38763026362093456,0.4053859986789177,0.38203840205803274,0.416814280365958,0.4226418496084539
10,0.46393345394995794,0.45569026168417204,0.464204729663472,0.43811389093794684,0.4608921927666675,0.45988785919616026
11,0.4990318622014734,0.5035079195886613,0.49794412278079414,0.49266803979642376,0.5078044774963193,0.49615099167798427
12,0.5459441469311253,0.5458435214982473,0.5443425120998193,0.5395803245260756,0.5547167622259711,0.5229110158307727
13,0.5928564316607771,0.5927558062278991,0.5993603578892827,0.5864926092557274,0.6016290469556229,0.5547557459003343
14,0.6397687163904289,0.639668090957551,0.6294476778064015,0.6334048939853792,0.6485413316852747,0.5999025360183587
15,0.6866810011200807,0.6865803756872028,0.6722204051203531,0.6803171787150311,0.6954536164149265,0.6320632927993699
16,0.7335932858497325,0.7334926604168546,0.7043551255065821,0.7272294634446829,0.7423659011445783,0.6689592375018423
17,0.7805055705793843,0.7695436413204927,0.7385835853653856,0.7741417481743347,0.7892781858742302,0.7016582818860313
18,0.8274178553090361,0.8055946222241308,0.8013599372581542,0.8210540329039865,0.8243299794795194,0.7532341337943813
19,0.8743301400386879,0.8465178381183949,0.8649731242294988,0.8679663176336383,0.8593817730848086,0.8228168024140036
20,0.9212424247683397,0.8827809706002189,0.9103393119811725,0.9148786023632901,0.9074878392886893,0.8763368694979008
21,0.9681547094979915,0.9071474378369382,0.932706779398285,0.9617908870929419,0.9484110551829533,0.9121449265431822
22,1.0150669942276433,0.9315139050736575,0.9664461725156072,1.0087031718225938,0.9832933661202437,0.9404882788270934
23,1.0619792789572953,0.9567225650510573,1.0128445618346325,1.0556154565522458,1.0081350634675943,0.972333008896655
24,1.1088915636869472,0.9859314411737332,1.0678624076240957,1.1025277412818977,1.0333437234449943,1.0174797990146796
25,1.1558038484165991,1.013578131581109,1.0979497275412144,1.1494400260115496,1.0585523834223942,1.0496405557956907
26,1.202716133146251,1.0412248219884848,1.140722454855166,1.1963523107412015,1.1025451667432218,1.086536500498163
27,1.249628417875903,1.0696287076585902,1.172857175241395,1.2432645954708534,1.1380300291130219,1.119235544882352
28,1.2965407026055549,1.1165409923882421,1.2070856351001986,1.2901768802005054,1.1835387689698171,1.1708113967907021
29,1.3434529873352068,1.1528041248700662,1.2698619869929673,1.3370891649301573,1.2084782111914472,1.2403940654103245
30,1.3903652720648587,1.1771705921067854,1.3334751739643118,1.3840014496598092,1.2419791567806173,1.2939141324942216
31,1.426416252968497,1.2048172825141612,1.3788413617159856,1.4309137343894611,1.2703830424507228,1.329722189539503
32,1.4624672338721352,1.2375159052948468,1.401208829133098,1.477826019119113,1.3023865323901165,1.3580655418234142
33,1.509379518601787,1.2897203407256315,1.4349482222504202,1.524738303848765,1.3281954196850128,1.3830049840450442
34,1.5454304995054253,1.3419247761564161,1.4813466115694454,1.5716505885784169,1.3826524308925543,1.437461995252586
35,1.5814814804090636,1.3941292115872008,1.5363644573589088,1.6185628733080688,1.4348425932612512,1.4739766384016622
36,1.6152208735263858,1.446454398081912,1.5664517772760276,1.6654751580377207,1.487032755629948,1.5061113587878912
37,1.648960266643708,1.4924213215929223,1.6092245045899791,1.7123874427673726,1.539149503658198,1.5385439332617057
38,1.6826996597610302,1.5276551043000974,1.6413592249762081,1.7592997274970246,1.5780318831973656,1.5919490836018542
39,1.7296119444906821,1.5628888870072726,1.6755876848350117,1.8062120122266765,1.6214295090171142,1.6503032679541567
40,1.7705351603849462,1.5981226697144477,1.7383640367277804,1.8531242969563284,1.6579441521661904,1.7074034709966677
41,1.8114583762792102,1.62988599833273,1.801977223699125,1.9000365816859803,1.6944587953152666,1.736169067992283
42,1.8523815921734743,1.6625802806316425,1.8473434114507987,1.9469488664156323,1.7296925780224417,1.776892551134815
43,1.8933048080677384,1.7003313018133215,1.869710878867911,1.9938611511452842,1.7677820160976199,1.8036525752876036
44,1.9342280239620024,1.7380823229950004,1.9034502719852333,2.040773435874936,1.794864320298712,1.8332130140606826
45,1.9751512398562665,1.7758333441766794,1.9584681177746965,2.0876857206045876,1.826999040684941,1.8876700252682244
46,2.0220635245859184,1.8177048870737311,1.9885554376918153,2.1345980053342393,1.85913376107117,1.9241846684173005
47,2.0558029177032404,1.8572785435913626,2.0313281650057666,2.181510290063891,1.8965506088912234,1.9563193888035295
48,2.0967261335975045,1.8857887895857797,2.0634628853919956,2.2284225747935427,1.9323395294480816,1.988751963277344
49,2.1376493494917685,1.9142990355801968,2.0976913452507993,2.2753348595231944,1.9829700099141516,2.0421571136174923
50,2.1785725653860326,1.9428092815746139,2.160467697143568,2.322247144252846,2.0154025843879664,2.100511297969795
51,2.2148356978678567,1.9689522620358877,2.2240808841149127,2.3691594289824978,2.047835158861781,2.157611501012306
52,2.2546750937117976,1.9993537864065876,2.2694470718665865,2.4160717137121495,2.0805342032459704,2.1863770980079216
53,2.2945144895557386,2.0573849255418173,2.291814539283699,2.462983998441801,2.114474132997495,2.2269422432504284
54,2.3414267742853903,2.104297210271469,2.325553932401021,2.509896283171453,2.1599828728542905,2.251963606234752
55,2.3774777551890285,2.138036603388791,2.3719523217200464,2.5568085679011046,2.196647612340106,2.306420617442294
56,2.4137408876708526,2.163245263366191,2.403797051789608,2.6037208526307563,2.2202057064165945,2.34293526059137
57,2.4535802835147935,2.191649149036296,2.459976500831603,2.650633137360408,2.272410141847379,2.375069980977599
58,2.4934196793587344,2.243974335531007,2.491739829449885,2.6975454220900597,2.307643924554554,2.407502555451414
59,2.5332590752026753,2.2757376641492892,2.533611372346937,2.7444577068197114,2.3345061362865387,2.4609077057915623
60,2.574565418922293,2.317609207046341,2.5695279763239864,2.791369991549363,2.365226772227368,2.519261890143865
61,2.615871762641911,2.343752187507615,2.6365108302423996,2.8382822762790147,2.415857252693438,2.576362093186376
62,2.649354285802693,2.4017833266428448,2.6947580225036267,2.8851945610086664,2.4522070205481064,2.6051276901819915
63,2.682836808963475,2.4598144657780745,2.7246212196520356,2.932106845738318,2.4885567884027746,2.6386163639011455
64,2.7297490936931266,2.5169108856021687,2.7476906694179206,2.97901913046797,2.541961938742923,2.674814576822868
65,2.7706723095873906,2.574007305426263,2.778762757427928,3.0259314151976215,2.5953670890830716,2.702493771366778
66,2.8041548327481727,2.6307393487065136,2.81467385130535,3.0728436999272732,2.6469429409914214,2.7421277042246097
67,2.8376373559089547,2.698799346769751,2.8449405197209567,3.119755984656925,2.7073563772351297,2.774821986523522
