Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack
64,44.0,13.0,12.004509999999991
65,44.0,13.0,12.00460999999999
66,45.0,13.0,12.00470999999999
67,46.0,13.0,12.00480999999999
68,47.0,13.0,12.00490999999999
69,47.0,13.0,12.00500999999999
70,47.0,13.0,12.00510999999999
71,47.0,13.0,12.00520999999999
72,48.0,13.0,12.005309999999989
73,49.0,13.0,12.00539999999999
74,49.0,13.0,12.005409999999989
75,49.0,13.0,13.00543999999999
76,50.0,13.0,13.00553999999999
77,51.0,13.0,13.005639999999989
78,51.0,14.0,13.005739999999989
79,51.0,14.0,13.005839999999989
80,51.0,14.0,13.005939999999988
81,51.0,14.0,13.006039999999988
82,51.0,14.0,13.006139999999988
83,51.0,14.0,13.006239999999988
84,51.0,14.0,13.006299999999987
85,51.0,14.0,13.006339999999987
86,51.0,14.0,14.006399999999987
87,51.0,14.0,14.006499999999987
88,51.0,15.0,14.006599999999986
89,51.0,16.0,14.006699999999986
90,52.0,16.0,14.006799999999986
91,53.0,16.0,14.006899999999986
92,53.0,16.0,14.006999999999985
93,53.0,16.0,14.007099999999985
94,53.0,16.0,14.007199999999985
95,53.0,16.0,14.007199999999985
96,53.0,16.0,15.007239999999985
97,53.0,16.0,16.007309999999986
98,53.0,16.0,16.007409999999986
99,53.0,17.0,16.007509999999986
100,53.0,18.0,16.007609999999985
101,53.0,19.0,16.007709999999985
102,53.0,19.0,16.007809999999985
103,53.0,19.0,16.007909999999985
104,53.0,19.0,16.008009999999985
105,53.0,19.0,16.008099999999985
106,54.0,19.0,16.008109999999984
107,55.0,19.0,17.008179999999985
108,55.0,19.0,17.008279999999985
109,55.0,19.0,17.008379999999985
110,55.0,19.0,17.008479999999984
111,55.0,20.0,17.008579999999984
112,55.0,20.0,17.008679999999984
113,55.0,20.0,17.008779999999984
114,55.0,20.0,17.008879999999984
115,55.0,20.0,17.008979999999983
116,55.0,20.0,17.008999999999983
117,55.0,20.0,17.009079999999983
118,55.0,20.0,18.009179999999983
119,55.0,20.0,18.009279999999983
120,55.0,21.0,18.009379999999982
121,55.0,22.0,18.009479999999982
122,55.0,22.0,18.009579999999982
123,55.0,22.0,18.00967999999998
124,55.0,22.0,18.00977999999998
125,55.0,22.0,18.00987999999998
126,56.0,22.0,18.00989999999998
127,57.0,22.0,18.00997999999998
128,57.0,22.0,18.01007999999998
129,57.0,22.0,18.01017999999998
130,58.0,22.0,18.01027999999998
131,58.0,23.0,18.01037999999998
132,58.0,23.0,18.01047999999998
133,58.0,23.0,18.01057999999998
134,58.0,23.0,18.01067999999998
135,58.0,23.0,18.01077999999998
136,58.0,23.0,18.01079999999998
137,58.0,23.0,18.01087999999998
138,58.0,23.0,19.01097999999998
139,58.0,23.0,19.01107999999998
140,58.0,23.0,19.011179999999978
141,58.0,23.0,19.011279999999978
142,58.0,23.0,19.011379999999978
143,58.0,23.0,19.011479999999978
144,58.0,23.0,19.011579999999977
145,58.0,23.0,19.011679999999977
146,58.0,23.0,19.011699999999976
147,58.0,23.0,20.011739999999975
148,59.0,23.0,21.011829999999975
149,60.0,23.0,21.011929999999975
150,60.0,23.0,21.012029999999974
151,60.0,23.0,21.012129999999974
152,60.0,23.0,21.012229999999974
153,60.0,23.0,21.012329999999974
154,60.0,23.0,21.012429999999974
155,60.0,23.0,21.012529999999973
156,60.0,23.0,21.012599999999974
157,60.0,23.0,21.012629999999973
158,60.0,23.0,22.012709999999974
159,60.0,23.0,22.012809999999973
160,60.0,23.0,22.012909999999973
161,60.0,24.0,22.013009999999973
162,60.0,24.0,22.013109999999973
163,60.0,24.0,22.013209999999972
164,60.0,24.0,22.013309999999972
165,60.0,24.0,22.013409999999972
166,60.0,24.0,22.013499999999972
167,60.0,24.0,22.01350999999997
168,60.0,24.0,23.013559999999973
169,60.0,24.0,23.013659999999973
170,60.0,24.0,23.013759999999973
171,60.0,24.0,23.013859999999973
172,61.0,24.0,23.013959999999972
173,61.0,24.0,23.014059999999972
174,61.0,24.0,23.014159999999972
175,62.0,24.0,23.01425999999997
176,63.0,24.0,23.01435999999997
177,63.0,24.0,23.01439999999997
178,63.0,24.0,23.01439999999997
179,63.0,24.0,24.01445999999997
180,63.0,24.0,24.01454999999997
181,63.0,24.0,24.01463999999997
182,63.0,25.0,24.01472999999997
183,63.0,25.0,24.014819999999972
184,63.0,25.0,24.014909999999972
185,63.0,25.0,24.014999999999972
186,63.0,25.0,24.015099999999972
187,63.0,25.0,24.01519999999997
188,63.0,25.0,24.01529999999997
189,63.0,25.0,24.01529999999997
190,63.0,25.0,25.01530999999997
191,63.0,25.0,26.01534999999997
192,63.0,25.0,27.01543999999997
193,63.0,25.0,27.01553999999997
194,63.0,25.0,27.01563999999997
195,63.0,25.0,27.01573999999997
196,63.0,25.0,27.01583999999997
197,64.0,25.0,27.01593999999997
198,64.0,25.0,27.01603999999997
199,64.0,25.0,27.016139999999968
200,64.0,25.0,27.01619999999997
201,64.0,25.0,27.016239999999968
202,64.0,25.0,28.01629999999997
203,64.0,25.0,28.01639999999997
204,64.0,25.0,28.01649999999997
205,64.0,25.0,28.01659999999997
206,64.0,25.0,28.016699999999968
207,65.0,25.0,28.016799999999968
208,66.0,25.0,28.016899999999968
209,67.0,25.0,28.016999999999967
210,67.0,25.0,28.017099999999967
211,67.0,25.0,28.017099999999967
212,67.0,25.0,29.017129999999966
213,67.0,25.0,30.017219999999966
214,67.0,25.0,30.017319999999966
215,67.0,25.0,30.017419999999966
216,67.0,25.0,30.017519999999966
217,67.0,25.0,30.017619999999965
218,67.0,25.0,30.017719999999965
219,67.0,25.0,30.017819999999965
220,67.0,25.0,30.017919999999965
221,67.0,25.0,30.017999999999965
222,67.0,26.0,30.018019999999964
223,67.0,26.0,31.018109999999965
224,67.0,26.0,31.018209999999964
225,67.0,26.0,31.018309999999964
226,67.0,26.0,31.018409999999964
227,67.0,26.0,31.018509999999964
228,67.0,26.0,31.018609999999963
229,67.0,26.0,31.018709999999963
230,67.0,26.0,31.018809999999963
231,67.0,26.0,31.018899999999963
232,67.0,27.0,31.018909999999963
233,67.0,27.0,32.018959999999964
234,67.0,27.0,32.01905999999997
235,67.0,27.0,32.01915999999997
236,67.0,27.0,32.019259999999974
237,67.0,27.0,32.01935999999998
238,67.0,27.0,32.01945999999998
239,67.0,27.0,32.019559999999984
240,67.0,27.0,32.01965999999999
241,67.0,27.0,32.01975999999999
242,67.0,27.0,32.01979999999999
243,67.0,28.0,32.01985999999999
244,68.0,29.0,32.01995999999999
245,68.0,29.0,32.020059999999994
246,68.0,29.0,32.02016
247,68.0,29.0,32.02026
248,68.0,29.0,32.020360000000004
249,68.0,29.0,32.02046000000001
250,68.0,29.0,32.02056000000001
251,68.0,29.0,32.020660000000014
252,68.0,29.0,32.02070000000001
253,68.0,29.0,32.02076000000001
254,68.0,30.0,33.02084000000001
255,68.0,30.0,33.02094000000001
256,68.0,30.0,33.02104000000001
257,68.0,30.0,33.02114000000002
258,68.0,30.0,33.02124000000002
259,68.0,30.0,33.02134000000002
260,68.0,30.0,33.02144000000003
261,69.0,30.0,33.02154000000003
262,69.0,30.0,33.02160000000003
263,69.0,30.0,33.021640000000026
264,69.0,30.0,34.021700000000024
265,69.0,31.0,34.02180000000003
266,69.0,31.0,34.02190000000003
267,69.0,31.0,34.022000000000034
268,69.0,31.0,34.02210000000004
269,69.0,31.0,34.02220000000004
270,69.0,31.0,34.022300000000044
271,69.0,31.0,34.02240000000005
272,69.0,31.0,34.02250000000005
273,69.0,31.0,34.02250000000005
274,69.0,31.0,35.02257000000005
275,69.0,31.0,36.02266000000005
276,69.0,32.0,36.022760000000055
277,69.0,32.0,36.02286000000006
278,69.0,32.0,36.02296000000006
279,69.0,32.0,36.023060000000065
280,69.0,32.0,36.02316000000007
281,69.0,32.0,36.02326000000007
282,69.0,32.0,36.023360000000075
283,69.0,32.0,36.02340000000007
284,69.0,32.0,36.02346000000007
285,69.0,32.0,36.023560000000074
286,69.0,32.0,36.02366000000008
287,69.0,33.0,36.02376000000008
288,69.0,33.0,36.023860000000084
289,70.0,33.0,36.02396000000009
290,71.0,33.0,36.02406000000009
291,71.0,33.0,36.024160000000094
292,71.0,33.0,36.0242600000001
293,71.0,33.0,36.024300000000096
294,71.0,33.0,36.024360000000094
295,71.0,33.0,36.0244600000001
296,71.0,33.0,36.0245600000001
297,71.0,33.0,36.024660000000104
298,71.0,33.0,36.02476000000011
299,71.0,33.0,36.02486000000011
300,71.0,33.0,36.024960000000114
301,71.0,33.0,36.02506000000012
302,71.0,33.0,36.02516000000012
303,71.0,33.0,37.02518000000012
304,71.0,33.0,38.02520000000012
305,71.0,33.0,38.02520000000012
306,71.0,33.0,38.02521000000012
307,71.0,34.0,38.02529000000012
308,71.0,35.0,38.02538000000012
309,71.0,35.0,38.02547000000012
310,71.0,35.0,38.02556000000012
311,71.0,35.0,38.02565000000012
312,71.0,35.0,38.02574000000012
313,71.0,35.0,38.02583000000012
314,71.0,35.0,38.02592000000012
315,71.0,35.0,38.02601000000012
316,71.0,35.0,38.02610000000012
317,71.0,35.0,38.02610000000012
318,71.0,35.0,39.02614000000012
319,71.0,36.0,40.02624000000012
320,71.0,36.0,40.026340000000125
321,71.0,36.0,40.02644000000013
322,71.0,36.0,40.02654000000013
323,71.0,36.0,40.026640000000135
324,71.0,36.0,40.02674000000014
325,71.0,36.0,40.02684000000014
326,71.0,36.0,40.026940000000145
327,71.0,36.0,40.02700000000014
328,71.0,36.0,40.02704000000014
329,71.0,37.0,41.02710000000014
330,71.0,37.0,41.02720000000014
331,71.0,37.0,41.027300000000146
332,71.0,37.0,41.02740000000015
333,71.0,37.0,41.02750000000015
334,71.0,37.0,41.027600000000156
335,71.0,37.0,41.02770000000016
336,71.0,37.0,41.02780000000016
337,71.0,37.0,41.027900000000166
338,71.0,37.0,41.027900000000166
339,71.0,37.0,42.02793000000017
340,71.0,37.0,42.02803000000017
341,72.0,38.0,42.028130000000175
342,73.0,38.0,42.02823000000018
343,73.0,38.0,42.02833000000018
344,73.0,38.0,42.028430000000185
345,73.0,38.0,42.02853000000019
346,73.0,38.0,42.02863000000019
347,73.0,38.0,42.028730000000195
348,73.0,38.0,42.028800000000196
349,73.0,38.0,42.0288300000002
350,73.0,39.0,43.028910000000195
351,73.0,39.0,43.0290100000002
352,73.0,40.0,43.0291100000002
353,73.0,40.0,43.029210000000205
354,73.0,40.0,43.02931000000021
355,73.0,40.0,43.02941000000021
356,73.0,40.0,43.029510000000215
357,73.0,40.0,43.02961000000022
358,73.0,40.0,43.02970000000022
359,73.0,40.0,43.02971000000022
360,73.0,40.0,44.02978000000022
361,73.0,40.0,44.029880000000226
362,73.0,41.0,44.02998000000023
363,73.0,41.0,44.03008000000023
364,73.0,41.0,44.030180000000236
365,73.0,41.0,44.03028000000024
366,73.0,41.0,44.03038000000024
367,73.0,41.0,44.030480000000246
368,73.0,41.0,44.03058000000025
369,73.0,41.0,44.03060000000025
370,73.0,41.0,44.030680000000245
371,73.0,41.0,44.03076000000024
372,73.0,41.0,44.030860000000246
373,73.0,41.0,44.03096000000025
374,73.0,41.0,44.03106000000025
375,73.0,41.0,44.031160000000256
376,73.0,41.0,44.03126000000026
377,73.0,41.0,44.03136000000026
378,73.0,41.0,44.031460000000266
379,73.0,41.0,45.031480000000265
380,73.0,41.0,45.031500000000264
381,73.0,41.0,45.03158000000026
382,73.0,41.0,45.031680000000264
383,73.0,41.0,45.03178000000027
384,73.0,42.0,45.03188000000027
385,73.0,42.0,45.031980000000274
386,73.0,42.0,45.03208000000028
387,73.0,42.0,45.03218000000028
388,73.0,42.0,45.032280000000284
389,73.0,42.0,45.03238000000029
390,73.0,42.0,45.03240000000029
391,73.0,42.0,46.03243000000029
392,73.0,42.0,47.032510000000286
393,73.0,42.0,47.03261000000029
394,73.0,42.0,47.03271000000029
395,73.0,42.0,47.032810000000296
396,73.0,42.0,47.0329100000003
397,73.0,42.0,47.0330100000003
398,73.0,42.0,47.033110000000306
399,73.0,42.0,47.03321000000031
400,73.0,42.0,47.03330000000031
401,73.0,42.0,47.03331000000031
402,73.0,42.0,47.03339000000031
403,73.0,42.0,47.03349000000031
404,73.0,43.0,47.033590000000316
405,73.0,43.0,47.03369000000032
406,73.0,43.0,47.03379000000032
407,73.0,43.0,47.033890000000326
408,73.0,43.0,47.03399000000033
409,73.0,43.0,47.03409000000033
410,73.0,43.0,47.034190000000336
411,73.0,43.0,47.03420000000034
412,73.0,43.0,48.03422000000034
413,73.0,43.0,49.03427000000034
414,73.0,43.0,49.034370000000344
415,73.0,43.0,49.03447000000035
416,73.0,43.0,49.03457000000035
417,73.0,43.0,49.034670000000354
418,73.0,43.0,49.03477000000036
419,73.0,43.0,49.03487000000036
420,73.0,43.0,49.034970000000364
421,73.0,43.0,49.03507000000037
422,73.0,43.0,49.03510000000037
423,73.0,43.0,49.03517000000037
424,73.0,44.0,49.035270000000374
425,73.0,45.0,49.03537000000038
426,74.0,46.0,49.03547000000038
427,75.0,46.0,49.035570000000384
428,75.0,46.0,49.03567000000039
429,75.0,46.0,49.03577000000039
430,75.0,46.0,49.03587000000039
431,75.0,46.0,49.0359700000004
432,75.0,46.0,49.0360000000004
433,75.0,46.0,49.0360700000004
434,75.0,46.0,50.0361700000004
435,75.0,46.0,50.03627000000041
436,76.0,47.0,50.03637000000041
437,76.0,48.0,50.03647000000041
438,76.0,48.0,50.03657000000042
439,76.0,48.0,50.03667000000042
440,76.0,48.0,50.03677000000042
441,76.0,48.0,50.03687000000043
442,76.0,48.0,50.03690000000043
443,76.0,48.0,50.03697000000043
444,76.0,48.0,50.03705000000043
445,76.0,48.0,50.03715000000043
446,76.0,48.0,50.037250000000434
447,76.0,48.0,50.03735000000044
448,76.0,48.0,50.03745000000044
449,76.0,48.0,50.037550000000444
450,76.0,48.0,50.03765000000045
451,76.0,48.0,50.03775000000045
452,76.0,48.0,50.03780000000045
453,76.0,48.0,50.037850000000454
454,76.0,48.0,51.03793000000045
455,76.0,48.0,51.038030000000454
456,76.0,48.0,51.03813000000046
457,76.0,49.0,51.03823000000046
458,77.0,49.0,51.038330000000464
459,78.0,50.0,51.03843000000047
460,79.0,50.0,51.03853000000047
461,79.0,50.0,51.038630000000474
462,79.0,50.0,51.038700000000475
463,79.0,50.0,51.03873000000048
464,79.0,50.0,52.03878000000048
465,79.0,50.0,52.03888000000048
466,79.0,50.0,52.038980000000485
467,79.0,50.0,52.03908000000049
468,79.0,50.0,52.03918000000049
469,79.0,51.0,52.039280000000495
470,80.0,51.0,52.0393800000005
471,80.0,51.0,52.0394800000005
472,80.0,51.0,52.039580000000505
473,80.0,51.0,52.039600000000505
474,80.0,51.0,53.03963000000051
475,80.0,51.0,54.03968000000051
476,80.0,51.0,55.03978000000051
477,80.0,51.0,55.039880000000515
478,80.0,52.0,55.03998000000052
479,80.0,52.0,55.04008000000052
480,80.0,52.0,55.040180000000525
481,80.0,52.0,55.04028000000053
482,80.0,52.0,55.04038000000053
483,80.0,52.0,55.040480000000535
484,80.0,52.0,55.040500000000534
485,80.0,52.0,56.04051000000054
486,80.0,52.0,56.040590000000535
487,80.0,52.0,56.04069000000054
488,80.0,52.0,56.04079000000054
489,80.0,52.0,56.040890000000545
490,80.0,52.0,56.04099000000055
491,80.0,52.0,56.04109000000055
492,80.0,53.0,56.041190000000555
493,80.0,53.0,56.04129000000056
494,80.0,53.0,56.04139000000056
495,80.0,53.0,56.041400000000564
496,80.0,53.0,57.04144000000056
497,80.0,53.0,58.04150000000056
498,80.0,53.0,58.041600000000564
499,80.0,53.0,58.04170000000057
500,80.0,53.0,58.04180000000057
501,80.0,53.0,58.041900000000574
502,80.0,53.0,58.04200000000058
503,80.0,54.0,58.04210000000058
504,80.0,54.0,58.042200000000584
505,80.0,54.0,58.04230000000059
506,80.0,54.0,58.04230000000059
507,80.0,54.0,58.04231000000059
508,80.0,54.0,58.04240000000059
509,80.0,54.0,58.04249000000059
510,80.0,54.0,58.04258000000059
511,80.0,54.0,58.04267000000059
512,80.0,54.0,58.04276000000059
513,80.0,55.0,58.04285000000059
514,80.0,56.0,58.04294000000059
515,80.0,56.0,58.04303000000059
516,80.0,56.0,58.04312000000059
517,81.0,56.0,58.04320000000059
518,81.0,56.0,58.04321000000059
519,82.0,56.0,58.04328000000059
520,82.0,56.0,58.04337000000059
521,82.0,56.0,58.04346000000059
522,82.0,56.0,58.04355000000059
523,82.0,56.0,58.04364000000059
524,82.0,56.0,58.04373000000059
525,82.0,57.0,58.0438300000006
526,82.0,57.0,58.0439300000006
527,82.0,57.0,58.0440300000006
528,82.0,57.0,58.044100000000604
529,82.0,57.0,58.04413000000061
530,82.0,57.0,59.04418000000061
531,82.0,57.0,59.04428000000061
532,82.0,57.0,59.044380000000615
533,82.0,57.0,59.04448000000062
534,82.0,57.0,59.04458000000062
535,82.0,57.0,59.044680000000625
536,82.0,57.0,59.04478000000063
537,82.0,57.0,59.04488000000063
538,82.0,57.0,59.044980000000635
539,83.0,57.0,60.045000000000634
540,84.0,57.0,60.045000000000634
541,84.0,57.0,61.04503000000064
542,84.0,57.0,62.04508000000064
543,84.0,57.0,63.04518000000064
544,84.0,57.0,63.045280000000645
545,84.0,57.0,63.04538000000065
546,84.0,57.0,63.04548000000065
547,84.0,57.0,63.045580000000655
548,84.0,57.0,63.04568000000066
549,84.0,58.0,63.04578000000066
550,84.0,58.0,63.045880000000665
551,84.0,58.0,63.045900000000664
552,84.0,58.0,63.04598000000066
553,84.0,58.0,63.046080000000664
554,84.0,58.0,63.04618000000067
555,84.0,58.0,63.04628000000067
556,84.0,58.0,63.046380000000674
557,84.0,58.0,63.04648000000068
558,84.0,58.0,63.04658000000068
559,84.0,58.0,63.046680000000684
560,84.0,59.0,63.04678000000069
561,85.0,60.0,63.04680000000069
562,85.0,60.0,63.04687000000069
563,85.0,60.0,63.046950000000685
564,85.0,60.0,63.04705000000069
565,85.0,60.0,63.04715000000069
566,85.0,60.0,63.047250000000695
567,85.0,60.0,63.0473500000007
568,85.0,60.0,63.0474500000007
569,85.0,60.0,63.047550000000705
570,85.0,60.0,63.04765000000071
571,86.0,60.0,63.04770000000071
572,87.0,60.0,63.04775000000071
573,87.0,60.0,64.04782000000071
574,87.0,60.0,64.04792000000072
575,87.0,60.0,64.04802000000072
576,87.0,60.0,64.04812000000072
577,87.0,60.0,64.04822000000073
578,87.0,60.0,64.04832000000073
579,87.0,60.0,64.04842000000073
580,87.0,60.0,64.04852000000074
581,88.0,61.0,64.04860000000073
582,89.0,62.0,64.04862000000074
583,89.0,62.0,65.04872000000074
584,89.0,62.0,65.04882000000075
585,89.0,62.0,65.04892000000075
586,89.0,62.0,65.04902000000075
587,89.0,62.0,65.04912000000076
588,89.0,62.0,65.04922000000076
589,89.0,62.0,65.04932000000076
590,89.0,62.0,65.04942000000077
591,89.0,62.0,65.04950000000076
592,89.0,63.0,65.04952000000077
593,89.0,63.0,66.04953000000077
594,89.0,63.0,67.04958000000077
595,89.0,63.0,68.04968000000078
596,89.0,63.0,68.04978000000078
597,89.0,63.0,68.04988000000078
598,89.0,63.0,68.04998000000079
599,89.0,63.0,68.05008000000079
600,89.0,63.0,68.0501800000008
601,89.0,63.0,68.0502800000008
602,90.0,63.0,68.0503800000008
603,91.0,63.0,68.0504000000008
604,91.0,63.0,68.0504800000008
605,91.0,63.0,68.0505800000008
606,91.0,63.0,68.05068000000081
607,91.0,63.0,68.05078000000081
608,91.0,63.0,68.05088000000082
609,91.0,63.0,68.05098000000082
610,91.0,63.0,68.05108000000082
611,91.0,63.0,68.05118000000083
612,91.0,64.0,68.05128000000083
613,91.0,65.0,68.05130000000084
614,92.0,66.0,68.05138000000083
615,92.0,66.0,68.05148000000084
616,92.0,66.0,68.05158000000084
617,92.0,66.0,68.05168000000084
618,92.0,66.0,68.05178000000085
619,92.0,66.0,68.05188000000085
620,92.0,66.0,68.05198000000085
621,92.0,66.0,68.05208000000086
622,92.0,66.0,68.05218000000086
623,92.0,67.0,68.05220000000087
624,93.0,68.0,68.05228000000086
625,93.0,69.0,68.05238000000087
626,93.0,69.0,68.05248000000087
627,93.0,69.0,68.05258000000087
628,93.0,69.0,68.05268000000088
629,93.0,69.0,68.05278000000088
630,93.0,69.0,68.05288000000088
631,93.0,69.0,68.05298000000089
632,93.0,69.0,68.05308000000089
633,93.0,69.0,68.0531000000009
634,93.0,69.0,68.05317000000089
635,93.0,69.0,68.05325000000089
636,93.0,69.0,68.05335000000089
637,93.0,69.0,68.0534500000009
638,93.0,69.0,68.0535500000009
639,93.0,69.0,68.0536500000009
640,93.0,69.0,68.0537500000009
641,93.0,69.0,68.0538500000009
642,93.0,69.0,68.05395000000091
643,93.0,69.0,68.05400000000091
644,93.0,70.0,68.05405000000091
645,93.0,70.0,69.05414000000091
646,93.0,70.0,69.05424000000092
647,93.0,70.0,69.05434000000092
648,93.0,70.0,69.05444000000092
649,93.0,70.0,69.05454000000093
650,93.0,70.0,69.05464000000093
651,93.0,70.0,69.05474000000093
652,93.0,70.0,69.05484000000094
653,93.0,70.0,69.05490000000094
654,93.0,70.0,69.05494000000094
655,93.0,70.0,69.05504000000094
656,93.0,70.0,69.05514000000095
657,93.0,70.0,69.05524000000095
658,93.0,70.0,69.05534000000095
659,94.0,70.0,69.05544000000096
660,94.0,71.0,69.05554000000096
661,94.0,71.0,69.05564000000096
662,94.0,71.0,69.05574000000097
663,94.0,71.0,69.05580000000097
664,94.0,71.0,69.05584000000097
665,94.0,71.0,69.05591000000096
666,94.0,71.0,69.05601000000097
667,94.0,71.0,69.05611000000097
668,94.0,72.0,69.05621000000097
669,94.0,72.0,69.05631000000098
670,95.0,72.0,69.05641000000098
671,95.0,72.0,69.05651000000098
672,95.0,72.0,69.05661000000099
673,95.0,73.0,69.05670000000099
674,95.0,73.0,69.05671000000099
675,95.0,73.0,70.05675000000099
676,95.0,73.0,70.05685000000099
677,95.0,73.0,70.056950000001
678,95.0,73.0,70.057050000001
679,95.0,73.0,70.057150000001
680,96.0,73.0,70.057250000001
681,97.0,73.0,70.05735000000101
682,97.0,73.0,70.05745000000101
683,97.0,73.0,70.05755000000102
684,97.0,73.0,71.05757000000102
685,97.0,73.0,72.05759000000103
686,97.0,73.0,72.05760000000103
687,97.0,73.0,72.05760000000103
688,97.0,73.0,72.05760000000103
689,97.0,73.0,72.05760000000103
690,97.0,73.0,72.05768000000103
691,98.0,73.0,72.05768000000103
692,99.0,73.0,72.05776000000102
693,99.0,73.0,72.05784000000102
694,99.0,73.0,72.05792000000102
695,99.0,73.0,72.05800000000102
696,99.0,73.0,72.05800000000102
697,99.0,73.0,72.05808000000101
698,99.0,73.0,72.05816000000101
699,99.0,73.0,72.058240000001
700,99.0,73.0,72.058320000001
701,99.0,73.0,72.058400000001
702,99.0,73.0,72.058480000001
703,100.0,73.0,72.058480000001
704,101.0,74.0,72.058500000001
705,101.0,74.0,72.058500000001
706,101.0,74.0,72.05856000000101
707,101.0,74.0,72.05856000000101
708,101.0,74.0,72.058630000001
709,101.0,74.0,72.058700000001
710,101.0,74.0,72.058700000001
711,101.0,74.0,72.058700000001
712,101.0,74.0,72.058700000001
713,101.0,74.0,72.058700000001
714,102.0,75.0,72.05877000000099
715,102.0,76.0,72.05877000000099
716,102.0,76.0,72.05877000000099
717,103.0,76.0,72.05884000000098
718,103.0,76.0,72.05891000000098
719,103.0,76.0,72.05898000000097
720,103.0,76.0,72.05898000000097
721,103.0,76.0,72.05898000000097
722,103.0,76.0,72.05898000000097
723,103.0,76.0,72.05898000000097
724,103.0,76.0,72.05898000000097
725,103.0,76.0,72.05898000000097
726,103.0,76.0,72.05905000000097
727,103.0,76.0,72.05905000000097
728,103.0,76.0,72.05912000000096
729,103.0,76.0,72.05912000000096
730,103.0,76.0,72.05912000000096
731,103.0,76.0,72.05919000000095
732,103.0,76.0,72.05926000000095
733,103.0,76.0,72.05933000000094
734,103.0,76.0,72.05940000000093
735,103.0,76.0,72.05940000000093
736,103.0,76.0,72.05947000000093
737,103.0,76.0,73.05954000000092
738,104.0,76.0,73.05961000000092
739,104.0,76.0,73.05969000000091
740,104.0,76.0,73.05977000000091
741,104.0,76.0,73.0598500000009
742,104.0,76.0,73.0599300000009
743,104.0,76.0,73.0600100000009
744,104.0,76.0,73.0600100000009
745,104.0,76.0,73.0600900000009
746,104.0,77.0,73.0601700000009
747,104.0,78.0,73.06025000000089
748,104.0,78.0,73.06025000000089
749,104.0,79.0,73.06025000000089
750,104.0,79.0,73.0603000000009
751,104.0,79.0,73.0603000000009
752,104.0,79.0,73.0603000000009
753,104.0,79.0,73.0603100000009
754,104.0,79.0,74.0603200000009
755,104.0,79.0,75.0603500000009
756,104.0,79.0,75.0603500000009
757,104.0,79.0,75.0603500000009
758,104.0,79.0,75.06043000000089
759,104.0,79.0,75.06051000000089
760,104.0,79.0,75.06059000000089
761,105.0,79.0,75.06067000000088
762,105.0,79.0,75.06067000000088
763,105.0,79.0,75.06075000000088
764,105.0,79.0,75.06083000000088
765,105.0,79.0,75.06091000000087
766,105.0,79.0,75.06099000000087
767,105.0,79.0,75.06107000000087
768,105.0,79.0,75.06115000000086
769,105.0,79.0,75.06115000000086
770,105.0,79.0,75.06120000000087
771,105.0,79.0,75.06123000000086
772,105.0,79.0,75.06130000000086
773,105.0,79.0,75.06138000000085
774,105.0,79.0,75.06138000000085
775,105.0,79.0,75.06146000000085
776,105.0,79.0,75.06154000000085
777,105.0,79.0,75.06154000000085
778,105.0,79.0,75.06162000000084
