Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack,CascadeUCB-V,CascadeUCB1,CascadeKLUCB
0,0.045789444959052544,0.045789444959052544,0.045789444959052544,0.045789444959052544,0.045789444959052544,0.045789444959052544
1,0.08814163698888348,0.08814163698888348,0.08814163698888348,0.09598527091764628,0.0883596134138187,0.08814163698888348
2,0.13569094287954064,0.13569094287954064,0.13569094287954064,0.14598788281013242,0.13843405432522685,0.1392298221235564
3,0.18167066531038964,0.18167066531038964,0.18167066531038964,0.19462984655543336,0.18952223945989977,0.1797648869242714
4,0.20816605348642306,0.20816605348642306,0.20816605348642306,0.22125617198342337,0.23005730426061477,0.2077579504483308
5,0.22855851553858733,0.22855851553858733,0.22855851553858733,0.2432271240049323,0.25805036778467416,0.22887939133422228
6,0.2633353423848354,0.2633353423848354,0.2633353423848354,0.28161663401250103,0.2791718086705656,0.2762971612023688
7,0.3305931459005113,0.3305931459005113,0.3305931459005113,0.3157922624142753,0.3265895785387121,0.31279004349889217
8,0.3663207213147045,0.3663207213147045,0.3663207213147045,0.371727000693242,0.36308246083523554,0.35048720353798024
9,0.4030301543073599,0.4030301543073599,0.4030301543073599,0.3979459389407214,0.4007796208743236,0.38397867640301436
10,0.44044123293696835,0.44044123293696835,0.44044123293696835,0.44191333785394304,0.43427109373935774,0.43802399728806085
11,0.48501817895860033,0.48501817895860033,0.48767436145696363,0.4877027828129956,0.488191614870035,0.4908760987238416
12,0.5308076239176529,0.5308076239176529,0.536981332921399,0.5334922277720482,0.5362422767310852,0.5383554477488944
13,0.5765970688767055,0.5765970688767055,0.5997042986525084,0.5792816727311008,0.5820317216901377,0.5869974114941954
14,0.622386513835758,0.622386513835758,0.6300604853950512,0.6250711176901533,0.6278211666491903,0.6136237369221854
15,0.6681759587948106,0.6649566822905242,0.653287284925463,0.6708605626492059,0.6736106116082429,0.6355946889436943
16,0.7139654037538632,0.707358401599853,0.6955289585717567,0.7166500076082585,0.7194000565672954,0.673984198951263
17,0.7597548487129158,0.7599065778486104,0.7545239140553086,0.762439452567311,0.765189501526348,0.7081598273530374
18,0.8055442936719683,0.8124547540973678,0.7907719223654968,0.8082288975263636,0.8077596699811141,0.7640945656320041
19,0.8513337386310209,0.860004059988025,0.8299603957805646,0.8540183424854162,0.8482491985498984,0.7903135038794835
20,0.8971231835900735,0.9163339959384769,0.8628408890824184,0.8998077874444688,0.8914443355278113,0.8446768230897267
21,0.942912628549126,0.966336607830963,0.8860549897885291,0.9455972324035213,0.9439925117765687,0.8874019467931884
22,0.9887020735081786,1.016339219723449,0.9363675972706933,0.9913866773625739,0.9965406880253261,0.9277484081831894
23,1.0344915184672312,1.062318942154298,0.9925249179039903,1.0371761223216265,1.0490888642740837,0.9700009184347189
24,1.0802809634262838,1.10337241901297,1.0471789605235289,1.082965567280679,1.1034404554557673,1.0174802674597718
25,1.1260704083853363,1.1520143827582707,1.0793641307576582,1.1287550122397316,1.1596953840362931,1.0661222312050729
26,1.171859853344389,1.2006563465035716,1.1025476759653399,1.1745444571987842,1.2148578217983872,1.0927485566330628
27,1.2176492983034415,1.227151734679605,1.1499654458334865,1.2203339021578368,1.2627437864419158,1.1147195086545718
28,1.263438743262494,1.2729411796386576,1.1864583281300098,1.2661233471168893,1.2962274229681623,1.1531090186621404
29,1.3092281882215466,1.3232537871208216,1.224155488169098,1.311912792075942,1.3453736952210866,1.1872846470639147
30,1.3550176331805992,1.3637073619932742,1.2627824832852537,1.3577022370349945,1.4194589202331458,1.2432193853428815
31,1.3975878016353653,1.40729392758584,1.2917810866990096,1.403491681994047,1.493544145245205,1.2694383235903608
32,1.4401579700901315,1.4417755983366587,1.3284356430272466,1.4492811269530996,1.5447233445868216,1.3130929250725225
33,1.485947415049184,1.472306713490201,1.3787482505094106,1.4950705719121522,1.5857768214454935,1.3671594213896272
34,1.5285175835039502,1.498933038918191,1.4418892428900167,1.5408600168712048,1.6344187851907943,1.4138928287767722
35,1.5710877519587163,1.525559364346181,1.497812013243527,1.5866494618302573,1.6689670346284804,1.462534792522073
36,1.6136579204134824,1.5502473092411562,1.5225265109268489,1.63243890678931,1.6978982752877139,1.489161117950063
37,1.6562280888682486,1.5706397712933204,1.5417728895627096,1.6782283517483625,1.7391760970331438,1.511132069971572
38,1.6987982573230147,1.5899673009413233,1.603374361234741,1.724017796707415,1.7804539187785737,1.5495215799791406
39,1.7445877022820673,1.6119382529628323,1.6410930974962876,1.7698072416664676,1.810985033932116,1.5836972083809149
40,1.7871578707368334,1.6339092049843413,1.677981267306945,1.8155966866255202,1.837611359360106,1.6396319466598817
41,1.8297280391915995,1.665103153466765,1.7209879162162331,1.8613861315845728,1.8622993042550813,1.665850884907361
42,1.8702175677603838,1.6998799803130131,1.7420678690473512,1.9071755765436254,1.8869872491500566,1.7095054863895227
43,1.9107070963291681,1.738319477333463,1.786676554043388,1.952965021502678,1.9071873855618793,1.7689440066833273
