Time(Iteration),CascadeUCB-V-Attack,CascadeUCB1-Attack,CascadeKLUCB-Attack,CascadeUCB-V,CascadeUCB1,CascadeKLUCB
0,0.055896216432798455,0.055896216432798455,0.055896216432798455,0.055896216432798455,0.055896216432798455,0.055896216432798455
1,0.0972531883564792,0.11777225993564383,0.1089608910520106,0.09873824025979436,0.1043084428391956,0.09873824025979436
2,0.13015329458633298,0.16061428376263975,0.14540428931256444,0.1408498275302278,0.1372085490690494,0.1408498275302278
3,0.1496009184647146,0.20272587103307319,0.1633508645093646,0.17350288185780988,0.156656172947431,0.17789395727693857
4,0.20455124987565035,0.2353789253606553,0.21124293500511507,0.19299411137147202,0.21160650435836675,0.19625599257600124
5,0.22751635669110712,0.2548701548743174,0.24416701805588806,0.25070691781858595,0.23457161117382352,0.25538029505917625
6,0.27683282075277327,0.3125829613214313,0.2785249864224709,0.27393907947312357,0.28388807523548965,0.2761621211054129
7,0.3264467555249258,0.33581512297596894,0.32734886618711334,0.3179404484689914,0.3335020100076422,0.3281521125560768
8,0.3660486987800187,0.37981649197183676,0.3893180642104538,0.36979857657042514,0.3731039532627351,0.37914140678348446
9,0.3923146587058102,0.4316746200732705,0.4077780874346967,0.3945641194385409,0.3993699131885266,0.4039824381300042
10,0.44645334312247914,0.4564401629413863,0.46500261240949,0.4453666968651434,0.4535085976051955,0.4475216978609709
11,0.5023495595552776,0.5072427403679888,0.5183438956395812,0.4974250863353034,0.509404814037994,0.4964893513726954
12,0.558245775988076,0.5593011298381487,0.5783943262691554,0.5533213027681019,0.5653010304707924,0.5410007391206455
13,0.6141419924208744,0.6094490526594634,0.5946292638289196,0.6092175192009003,0.6183657050900045,0.5926429436972868
14,0.6700382088536728,0.6653452690922618,0.6506943196581001,0.6651137356336987,0.674261921522803,0.6347385864365955
15,0.7259344252864712,0.7212414855250602,0.6836184027088731,0.7210099520664971,0.7301581379556014,0.6731921118994836
16,0.7818306417192696,0.7771377019578586,0.7301558363080995,0.7769061684992955,0.7865178331080449,0.6926397357778652
17,0.837726858152068,0.823731438265802,0.7877439215045672,0.8328023849320939,0.8303809556815063,0.7475900671888009
18,0.8936230745848665,0.8703251745737454,0.8273458647596601,0.8886986013648923,0.8754932579595116,0.7705551740042577
