Time(Iteration),CUCB,CUCB_Attack
0,2451,2471
1,2674,2610
2,2677,2527
3,2695,2498
4,2688,2524
5,2661,2494
6,2681,2497
7,2670,2481
8,2641,2506
9,2706,2490
